937D/A408,RSSI
1411802307397,-74
1411802307694,-78
1411802307722,-78
1411802308079,-77
1411802308159,-77
1411802309471,-85
1411802309490,-85
1411802310177,-72
1411802310195,-72
1411802310525,-76
1411802310545,-76
1411802311256,-71
1411802311333,-71
1411802312320,-73
1411802312686,-70
1411802313033,-81
1411802313369,-70
1411802313391,-70
1411802313733,-81
1411802313769,-81
1411802314079,-70
1411802314107,-70
1411802314439,-81
1411802314470,-81
1411802314801,-70
1411802314835,-70
1411802315158,-72
1411802315205,-72
1411802317283,-80
1411802317317,-80
1411802317642,-78
1411802317697,-78
1411802317988,-76
1411802318008,-76
1411802318736,-72
1411802318759,-72
1411802319052,-69
1411802319082,-69
1411802319411,-69
1411802319440,-69
1411802319767,-78
1411802319791,-78
1411802320124,-76
1411802320155,-76
1411802320487,-78
1411802320518,-78
1411802321284,-77
1411802321306,-77
1411802321550,-77
1411802321576,-77
1411802321906,-69
1411802321928,-69
1411802322289,-78
1411802322350,-78
1411802322994,-72
1411802323355,-78
1411802323374,-78
1411802323697,-69
1411802323733,-69
1411802324034,-69
1411802324059,-69
1411802324390,-69
1411802324419,-69
1411802324760,-70
1411802324801,-70
1411802326967,-77
1411802326988,-77
1411802327233,-76
1411802327269,-76
1411802327941,-70
1411802327977,-70
1411802328665,-76
1411802329018,-70
1411802329720,-72
1411802329800,-72
1411802330071,-78
1411802330097,-78
1411802330432,-79
1411802330466,-79
1411802330793,-75
1411802330830,-75
1411802332202,-72
1411802332238,-72
1411802332567,-82
1411802332750,-82
1411802333275,-73
1411802333313,-73
1411802333636,-68
1411802333674,-68
1411802333986,-72
1411802334083,-72
1411802334336,-78
1411802334360,-78
1411802334695,-67
1411802334718,-67
1411802335044,-70
1411802335085,-70
1411802335466,-73
1411802335489,-73
1411802336119,-73
1411802336161,-73
1411802336463,-72
1411802336485,-72
1411802336828,-78
1411802336867,-78
1411802337188,-72
1411802337229,-72
1411802337539,-78
1411802337578,-78
1411802337988,-69
1411802338009,-69
1411802338239,-72
1411802338273,-72
1411802338591,-82
1411802338615,-82
1411802340046,-73
1411802342156,-78
1411802342493,-78
1411802342518,-78
1411802342849,-74
1411802342873,-74
1411802343215,-78
1411802343247,-78
1411802343575,-72
1411802343599,-72
1411802343913,-73
1411802343936,-73
1411802346060,-78
1411802346086,-78
1411802346406,-80
1411802346438,-80
1411802347825,-78
1411802347864,-78
1411802348184,-75
1411802348526,-79
1411802348551,-79
1411802348890,-70
1411802348928,-70
1411802351035,-78
1411802351368,-72
1411802351404,-72
1411802352091,-79
1411802352124,-79
1411802352450,-79
1411802352497,-79
1411802352795,-79
1411802352820,-79
1411802353174,-79
1411802353225,-79
1411802353507,-78
1411802353537,-78
1411802356002,-70
1411802356044,-70
1411802356358,-77
1411802356395,-77
1411802356723,-69
1411802356779,-69
1411802357144,-79
1411802357417,-74
1411802357480,-74
1411802357776,-78
1411802357817,-78
1411802359626,-78
1411802359661,-78
1411802359910,-73
1411802359935,-73
1411802360609,-69
1411802360654,-69
1411802362025,-73
1411802362378,-81
1411802362432,-81
1411802362729,-73
1411802362753,-73
1411802363075,-74
1411802363129,-74
1411802363447,-70
1411802363487,-70
1411802365207,-75
1411802365236,-75
1411802368031,-73
1411802368053,-73
1411802369449,-76
1411802369808,-78
1411802370163,-74
1411802370532,-76
1411802371238,-74
1411802371624,-79
1411802371643,-79
1411802371956,-73
1411802372109,-73
1411802372281,-74
1411802372312,-74
1411802372637,-73
1411802372666,-73
1411802372991,-73
1411802373025,-73
1411802373703,-72
1411802373731,-72
1411802374054,-74
1411802374101,-74
1411802374419,-72
1411802374453,-72
1411802375108,-73
1411802375131,-73
1411802375475,-74
1411802375526,-74
1411802375866,-72
1411802375890,-72
1411802376169,-74
1411802376192,-74
1411802376531,-74
1411802376561,-74
1411802377244,-79
1411802377274,-79
1411802377604,-74
1411802377634,-74
1411802377963,-74
1411802378003,-74
1411802378389,-79
1411802378423,-79
1411802378663,-72
1411802378684,-72
1411802379050,-74
1411802379112,-74
1411802379402,-79
1411802379422,-79
1411802379726,-73
1411802379748,-73
1411802380186,-79
1411802380215,-79
1411802380425,-74
1411802380446,-74
1411802381509,-73
1411802381557,-73
1411802382912,-74
1411802382959,-74
1411802383630,-73
1411802383707,-73
1411802383975,-72
1411802384006,-72
1411802386109,-73
1411802386862,-73
1411802386885,-73
1411802387526,-74
1411802387581,-74
1411802387873,-73
1411802387908,-73
1411802388299,-78
1411802388337,-78
1411802388571,-72
1411802388602,-72
1411802388920,-79
1411802388942,-79
1411802389286,-73
1411802389323,-73
1411802389668,-78
1411802389692,-78
1411802389987,-73
1411802390018,-73
1411802390345,-73
1411802390376,-73
1411802390770,-73
1411802390797,-73
1411802391054,-75
1411802391086,-75
1411802391412,-82
1411802391460,-82
1411802391764,-78
1411802391838,-78
1411802392139,-75
1411802392165,-75
1411802393194,-72
1411802393215,-72
1411802395694,-78
1411802396392,-77
1411802396428,-77
1411802396739,-75
1411802396782,-75
1411802397099,-70
1411802397139,-70
1411802397807,-70
1411802397827,-70
1411802398156,-70
1411802398182,-70
1411802398509,-70
1411802398579,-70
1411802398873,-70
1411802398898,-70
1411802399596,-77
1411802399619,-77
1411802400287,-74
1411802400308,-74
1411802400648,-70
1411802400670,-70
1411802401737,-79
1411802401769,-79
1411802402418,-71
1411802402438,-71
1411802402773,-70
1411802402792,-70
1411802403130,-76
1411802403159,-76
1411802403487,-70
1411802403554,-70
1411802404194,-84
1411802404224,-84
1411802406052,-69
1411802406074,-69
1411802406316,-74
1411802406350,-74
1411802406674,-68
1411802406708,-68
1411802407022,-69
1411802407046,-69
1411802407763,-70
1411802407790,-70
1411802408079,-71
1411802408100,-71
1411802408780,-72
1411802408802,-72
1411802409129,-62
1411802409149,-62
1411802409487,-72
1411802409528,-72
1411802409838,-68
1411802409859,-68
1411802410599,-70
1411802410620,-70
1411802410896,-70
1411802410918,-70
1411802411244,-69
1411802411266,-69
1411802411598,-68
1411802411637,-68
1411802411953,-65
1411802411979,-65
1411802412359,-65
1411802412390,-65
1411802412685,-66
1411802412711,-66
1411802413020,-65
1411802413055,-65
1411802413552,-72
1411802413574,-72
1411802413721,-64
1411802413740,-64
1411802414470,-64
1411802414492,-64
1411802414805,-64
1411802414827,-64
1411802415135,-63
1411802415158,-63
1411802415487,-63
1411802415508,-63
1411802416218,-73
1411802416239,-73
1411802416910,-73
1411802416986,-73
1411802417695,-64
1411802417721,-64
1411802418319,-64
1411802418344,-64
1411802418678,-62
1411802418706,-62
1411802419060,-65
1411802419386,-63
1411802419408,-63
1411802419786,-62
1411802419810,-62
1411802420110,-64
1411802420137,-64
1411802420448,-65
1411802420478,-65
1411802420892,-72
1411802420920,-72
1411802421168,-64
1411802421195,-64
1411802421897,-64
1411802421918,-64
1411802422227,-64
1411802422248,-64
1411802422625,-68
1411802422652,-68
1411802422952,-73
1411802422977,-73
1411802423306,-71
1411802423375,-71
1411802423741,-75
1411802423768,-75
1411802424001,-84
1411802424038,-84
1411802424477,-66
1411802424505,-66
1411802424714,-69
1411802424734,-69
1411802425067,-76
1411802425086,-76
1411802425834,-72
1411802425986,-72
1411802426479,-65
1411802426499,-65
1411802426865,-64
1411802426887,-64
1411802427280,-65
1411802427315,-65
1411802427908,-70
1411802428360,-75
1411802428386,-75
1411802428642,-67
1411802428669,-67
1411802428971,-66
1411802428999,-66
1411802429676,-65
1411802429698,-65
1411802430069,-72
1411802430091,-72
1411802430384,-66
1411802430408,-66
1411802430867,-73
1411802430893,-73
1411802431091,-74
1411802431112,-74
1411802431862,-75
1411802431890,-75
1411802432161,-74
1411802432182,-74
1411802432515,-73
1411802432544,-73
1411802433109,-74
1411802433133,-74
1411802433581,-74
1411802433602,-74
1411802434395,-66
1411802434430,-66
1411802435086,-66
1411802435119,-66
1411802435384,-75
1411802435552,-75
1411802436540,-66
1411802436603,-66
1411802436771,-66
1411802436796,-66
1411802437219,-66
1411802437254,-66
1411802437555,-73
1411802437605,-73
1411802438308,-65
1411802438360,-65
1411802439087,-65
1411802439117,-65
1411802439252,-65
1411802439273,-65
1411802440326,-65
1411802440350,-65
1411802440770,-65
1411802440790,-65
1411802441065,-65
1411802441085,-65
1411802442104,-73
1411802442127,-73
1411802442502,-73
1411802442538,-73
1411802442827,-65
1411802442858,-65
1411802443235,-65
1411802443268,-65
1411802443532,-65
1411802443553,-65
1411802443893,-73
1411802443919,-73
1411802444693,-65
1411802444714,-65
1411802444970,-65
1411802444995,-65
1411802445268,-65
1411802445386,-65
1411802445969,-65
1411802446016,-65
1411802446377,-65
1411802446400,-65
1411802447060,-73
1411802447082,-73
1411802447907,-65
1411802447928,-65
1411802448101,-72
1411802448123,-72
1411802448563,-65
1411802448584,-65
1411802448884,-65
1411802448913,-65
1411802449272,-65
1411802449307,-65
1411802449606,-65
1411802449626,-65
1411802450294,-72
1411802450320,-72
1411802450651,-65
1411802450670,-65
1411802451320,-65
1411802451341,-65
1411802451684,-65
1411802451721,-65
1411802452030,-66
1411802452080,-66
1411802452477,-65
1411802452504,-65
1411802452742,-74
1411802452764,-74
1411802454157,-65
1411802454184,-65
1411802454511,-73
1411802454532,-73
1411802455582,-65
1411802455604,-65
1411802456006,-75
1411802456040,-75
1411802456299,-66
1411802456324,-66
1411802456651,-66
1411802456677,-66
1411802457462,-66
1411802457483,-66
1411802457793,-65
1411802457837,-65
1411802458153,-76
1411802458184,-76
1411802459129,-75
1411802459152,-75
1411802459491,-66
1411802459602,-66
1411802460644,-66
1411802460666,-66
1411802460913,-66
1411802460938,-66
1411802461267,-66
1411802461291,-66
1411802462176,-65
1411802462199,-65
1411802462348,-65
1411802462379,-65
1411802464111,-74
1411802464135,-74
1411802464923,-65
1411802464951,-65
1411802465030,-73
1411802465054,-73
1411802465169,-74
1411802465225,-74
1411802465903,-65
1411802465922,-65
1411802466227,-74
1411802466259,-74
1411802467338,-65
1411802467410,-65
1411802468713,-75
1411802468779,-75
1411802469461,-66
1411802469485,-66
1411802471208,-66
1411802471227,-66
1411802471603,-66
1411802471623,-66
1411802471990,-66
1411802472015,-66
1411802472274,-74
1411802472303,-74
1411802472844,-65
1411802472871,-65
1411802472985,-66
1411802473006,-66
1411802473731,-74
1411802473751,-74
1411802474053,-65
1411802474077,-65
1411802474404,-65
1411802474428,-65
1411802474808,-66
1411802474839,-66
1411802475474,-65
1411802475502,-65
1411802475834,-65
1411802475873,-65
1411802476179,-66
1411802476204,-66
1411802476531,-75
1411802476892,-65
1411802476915,-65
1411802477259,-65
1411802477306,-65
1411802477634,-74
1411802477784,-74
1411802479029,-65
1411802479098,-65
1411802480638,-75
1411802481217,-65
1411802481559,-74
1411802481620,-74
1411802481876,-66
1411802481899,-66
1411802482274,-65
1411802482307,-65
1411802482597,-75
1411802482628,-75
1411802483053,-65
1411802483077,-65
1411802484010,-65
1411802484031,-65
1411802484360,-66
1411802484381,-66
1411802485139,-65
1411802485164,-65
1411802485431,-65
1411802485495,-65
1411802486142,-74
1411802486164,-74
1411802486497,-65
1411802486520,-65
1411802488297,-65
1411802488322,-65
1411802488742,-75
1411802488765,-75
1411802488981,-65
1411802489005,-65
1411802490047,-75
1411802490071,-75
1411802490407,-66
1411802490425,-66
1411802490799,-74
1411802490819,-74
1411802491116,-75
1411802491137,-75
1411802491476,-74
1411802491508,-74
1411802492188,-65
1411802492552,-75
1411802492892,-65
1411802492926,-65
1411802493332,-75
1411802493354,-75
1411802493599,-65
1411802493636,-65
1411802493944,-66
1411802493965,-66
1411802494362,-65
1411802494391,-65
1411802494653,-75
1411802494677,-75
1411802495005,-66
1411802495035,-66
1411802495405,-74
1411802495425,-74
1411802496125,-65
1411802496167,-65
1411802496437,-66
1411802496460,-66
1411802496794,-75
1411802496894,-75
1411802497219,-66
1411802497252,-66
1411802497496,-74
1411802497528,-74
1411802498206,-66
1411802498234,-66
1411802498561,-65
1411802498594,-65
1411802498918,-74
1411802498983,-74
1411802499270,-65
1411802499297,-65
1411802499628,-74
1411802499674,-74
1411802500104,-65
1411802500130,-65
1411802500334,-66
1411802500678,-65
1411802500708,-65
1411802501111,-74
1411802501144,-74
1411802501382,-66
1411802501411,-66
1411802502240,-65
1411802502266,-65
1411802502434,-75
1411802502458,-75
1411802502797,-66
1411802502818,-66
1411802503177,-65
1411802503215,-65
1411802503505,-65
1411802503529,-65
1411802503970,-66
1411802503990,-66
1411802504253,-65
1411802504273,-65
1411802505019,-66
1411802505046,-66
1411802505648,-65
1411802505681,-65
1411802506125,-65
1411802506157,-65
1411802506363,-65
1411802506401,-65
1411802507067,-66
1411802507087,-66
1411802507417,-66
1411802507442,-66
1411802507812,-65
1411802507845,-65
1411802508510,-65
1411802508532,-65
1411802508841,-75
1411802508865,-75
1411802509681,-66
1411802509713,-66
1411802509900,-73
1411802509935,-73
1411802510306,-66
1411802510337,-66
1411802511069,-65
1411802511102,-65
1411802511691,-65
1411802511725,-65
1411802512047,-65
1411802512081,-65
1411802512459,-66
1411802512493,-66
1411802512766,-74
1411802512808,-74
1411802513962,-74
1411802513987,-74
1411802514177,-66
1411802514205,-66
1411802514561,-76
1411802514585,-76
1411802514902,-66
1411802514936,-66
1411802515242,-66
1411802515288,-66
1411802515600,-75
1411802515623,-75
1411802516301,-65
1411802516333,-65
1411802516725,-66
1411802516750,-66
1411802517002,-76
1411802517035,-76
1411802517365,-66
1411802517403,-66
1411802517774,-75
1411802517806,-75
1411802518181,-66
1411802518226,-66
1411802518430,-75
1411802518453,-75
1411802518794,-65
1411802518827,-65
1411802519142,-75
1411802519176,-75
1411802519847,-65
1411802519866,-65
1411802520199,-65
1411802520224,-65
1411802520571,-74
1411802520594,-74
1411802521017,-65
1411802521048,-65
1411802521268,-74
1411802521308,-74
1411802521628,-74
1411802521659,-74
1411802522071,-65
1411802522338,-66
1411802522366,-66
1411802522698,-66
1411802522828,-66
1411802523036,-65
1411802523061,-65
1411802523431,-66
1411802523464,-66
1411802523769,-75
1411802523799,-75
1411802524908,-66
1411802524941,-66
1411802525518,-66
1411802525548,-66
1411802525901,-66
1411802525924,-66
1411802526237,-75
1411802526269,-75
1411802526588,-65
1411802526622,-65
1411802526940,-65
1411802526965,-65
1411802527290,-66
1411802527319,-66
1411802527708,-65
1411802527736,-65
1411802528001,-66
1411802528023,-66
1411802528359,-75
1411802528392,-75
1411802528715,-71
1411802528811,-71
1411802529069,-65
1411802529116,-65
1411802529456,-66
1411802529477,-66
1411802529818,-75
1411802529866,-75
1411802530257,-65
1411802530284,-65
1411802530864,-65
1411802530891,-65
1411802531565,-71
1411802531590,-71
1411802531923,-66
1411802531963,-66
1411802532264,-65
1411802532284,-65
1411802532718,-66
1411802532741,-66
1411802532978,-66
1411802533010,-66
1411802533370,-65
1411802533394,-65
1411802533685,-66
1411802533708,-66
1411802534131,-75
1411802534164,-75
1411802534753,-65
1411802534785,-65
1411802535466,-65
1411802535536,-65
1411802535820,-65
1411802535851,-65
1411802536949,-75
1411802536987,-75
1411802537245,-66
1411802537283,-66
1411802538051,-66
1411802538072,-66
1411802539409,-66
1411802539431,-66
1411802540141,-75
1411802540165,-75
1411802540420,-65
1411802540442,-65
1411802540788,-66
1411802540823,-66
1411802541856,-65
1411802541894,-65
1411802542318,-75
1411802542340,-75
1411802542554,-66
1411802542579,-66
1411802542916,-65
1411802542940,-65
1411802543279,-66
1411802543306,-66
1411802544470,-65
1411802544490,-65
1411802544676,-74
1411802544702,-74
1411802545026,-66
1411802545085,-66
1411802545379,-65
1411802545408,-65
1411802546179,-65
1411802546211,-65
1411802546452,-65
1411802546592,-65
1411802546803,-65
1411802546828,-65
1411802547550,-66
1411802547573,-66
1411802547875,-65
1411802547900,-65
1411802548259,-65
1411802548303,-65
1411802548581,-66
1411802548622,-66
1411802549294,-66
1411802549328,-66
1411802549645,-75
1411802549689,-75
1411802549996,-65
1411802550020,-65
1411802550725,-66
1411802550755,-66
1411802551094,-66
1411802551127,-66
1411802551413,-66
1411802551448,-66
1411802552554,-75
1411802552580,-75
1411802553950,-75
1411802553986,-75
1411802554259,-66
1411802554282,-66
1411802554624,-65
1411802554662,-65
1411802554963,-66
1411802554988,-66
1411802555364,-65
1411802555402,-65
1411802555677,-75
1411802555705,-75
1411802556034,-65
1411802556056,-65
1411802556742,-74
1411802556784,-74
1411802558522,-65
1411802559007,-66
1411802559031,-66
1411802559220,-75
1411802559251,-75
1411802560285,-66
1411802560355,-66
1411802560637,-65
1411802560662,-65
1411802561077,-65
1411802561099,-65
1411802561341,-66
1411802561368,-66
1411802562472,-65
1411802562504,-65
1411802562770,-65
1411802562802,-65
1411802563120,-66
1411802563145,-66
1411802563520,-66
1411802563544,-66
1411802563833,-75
1411802563865,-75
1411802564219,-65
1411802564297,-65
1411802564562,-75
1411802564585,-75
1411802564925,-75
1411802564958,-75
1411802565264,-75
1411802565306,-75
1411802565605,-66
1411802565637,-66
1411802565957,-65
1411802565987,-65
1411802566354,-76
1411802566382,-76
1411802566684,-66
1411802566723,-66
1411802567033,-71
1411802567073,-71
1411802567370,-66
1411802567402,-66
1411802567721,-65
1411802567744,-65
1411802568078,-66
1411802568102,-66
1411802568814,-74
1411802568842,-74
1411802569236,-76
1411802569267,-76
1411802569515,-65
1411802569567,-65
1411802570231,-65
1411802570263,-65
1411802570616,-66
1411802570640,-66
1411802571040,-66
1411802571061,-66
1411802571279,-65
1411802571301,-65
1411802571635,-74
1411802571688,-74
1411802572000,-75
1411802572041,-75
1411802572363,-66
1411802572411,-66
1411802572713,-66
1411802572764,-66
1411802573067,-75
1411802573089,-75
1411802573447,-65
1411802573470,-65
1411802574239,-66
1411802574264,-66
1411802574488,-74
1411802574524,-74
1411802574951,-65
1411802574982,-65
1411802575558,-75
1411802575581,-75
1411802575911,-65
1411802575934,-65
1411802576391,-65
1411802576417,-65
1411802577728,-75
1411802577755,-75
1411802578054,-65
1411802578081,-65
1411802578501,-66
1411802578519,-66
1411802578768,-65
1411802578789,-65
1411802579152,-76
1411802579175,-76
1411802579837,-65
1411802579869,-65
1411802580222,-65
1411802580259,-65
1411802580543,-66
1411802580581,-66
1411802581251,-76
1411802581314,-76
1411802581604,-66
1411802581631,-66
1411802581961,-66
1411802581993,-66
1411802582337,-75
1411802582422,-75
1411802583367,-75
1411802583393,-75
1411802583716,-75
1411802583745,-75
1411802584081,-65
1411802584119,-65
1411802584427,-66
1411802584454,-66
1411802584784,-66
1411802584809,-66
1411802585239,-74
1411802585259,-74
1411802585490,-65
1411802585513,-65
1411802585862,-75
1411802585922,-75
1411802586931,-66
1411802586969,-66
1411802587982,-66
1411802588007,-66
1411802588342,-75
1411802588382,-75
1411802588720,-65
1411802588744,-65
1411802589049,-65
1411802589080,-65
1411802589780,-65
1411802589817,-65
1411802590824,-65
1411802590861,-65
1411802591170,-65
1411802591195,-65
1411802591528,-73
1411802591551,-73
1411802591893,-65
1411802591931,-65
1411802592267,-75
1411802592298,-75
1411802592627,-74
1411802592770,-74
1411802593299,-65
1411802593324,-65
1411802593654,-66
1411802593685,-66
1411802594014,-66
1411802594046,-66
1411802594365,-75
1411802594397,-75
1411802594908,-65
1411802594931,-65
1411802595068,-66
1411802595094,-66
1411802595424,-75
1411802595457,-75
1411802596154,-75
1411802596176,-75
1411802596495,-65
1411802596529,-65
1411802596855,-65
1411802596888,-65
1411802597211,-65
1411802597260,-65
1411802597944,-65
1411802597967,-65
1411802598275,-65
1411802598296,-65
1411802599717,-74
1411802599749,-74
1411802600082,-66
1411802600102,-66
1411802600410,-65
1411802600442,-65
1411802600765,-75
1411802600814,-75
1411802601141,-65
1411802601166,-65
1411802602531,-65
1411802602560,-65
1411802603953,-65
1411802603988,-65
1411802604740,-71
1411802604764,-71
1411802605009,-73
1411802605039,-73
1411802605367,-72
1411802605417,-72
1411802605764,-65
1411802605796,-65
1411802606089,-63
1411802606121,-63
1411802606423,-65
1411802606457,-65
1411802607480,-64
1411802607509,-64
1411802607844,-64
1411802607872,-64
1411802608178,-73
1411802608207,-73
1411802608530,-63
1411802608554,-63
1411802608884,-63
1411802608907,-63
1411802609243,-64
1411802609268,-64
1411802609593,-75
1411802609621,-75
1411802610110,-64
1411802610137,-64
1411802610716,-81
1411802610752,-81
1411802612105,-65
1411802612126,-65
1411802612452,-66
1411802612473,-66
1411802612796,-74
1411802612825,-74
1411802613523,-71
1411802613556,-71
1411802613862,-66
1411802613890,-66
1411802614261,-65
1411802614293,-65
1411802615011,-70
1411802615034,-70
1411802615271,-69
1411802615292,-69
1411802615626,-72
1411802615651,-72
1411802616042,-80
1411802616063,-80
1411802616341,-73
1411802616367,-73
1411802616697,-72
1411802616726,-72
1411802617054,-74
1411802617168,-74
1411802617421,-72
1411802617465,-72
1411802617766,-76
1411802617788,-76
1411802619189,-75
1411802619215,-75
1411802619543,-81
1411802619698,-81
1411802619891,-70
1411802619942,-70
1411802620603,-75
1411802620625,-75
1411802620963,-80
1411802620994,-80
1411802621305,-69
1411802621332,-69
1411802621672,-69
1411802621692,-69
1411802622085,-69
1411802622160,-69
1411802622386,-69
1411802622442,-69
1411802623074,-82
1411802623098,-82
1411802623487,-83
1411802623513,-83
1411802623803,-69
1411802623825,-69
1411802624212,-74
1411802624234,-74
1411802624887,-69
1411802624907,-69
1411802625585,-74
1411802625610,-74
1411802625917,-69
1411802625969,-69
1411802626265,-75
1411802626374,-75
1411802626985,-75
1411802627013,-75
1411802627370,-74
1411802627705,-80
1411802628038,-71
1411802628060,-71
1411802628398,-70
1411802628426,-70
1411802628895,-83
1411802628925,-83
1411802629111,-72
1411802629134,-72
1411802629808,-82
1411802629831,-82
1411802630234,-77
1411802630269,-77
1411802630560,-72
1411802630594,-72
1411802630882,-82
1411802630916,-82
1411802631234,-75
1411802631284,-75
1411802631942,-71
1411802631963,-71
1411802632280,-82
1411802632309,-82
1411802633350,-71
1411802633378,-71
1411802634131,-77
1411802634158,-77
1411802634458,-73
1411802634486,-73
1411802634926,-72
1411802634948,-72
1411802635122,-78
1411802635142,-78
1411802636207,-71
1411802636242,-71
1411802636599,-70
1411802636628,-70
1411802637004,-72
1411802637035,-72
1411802637248,-71
1411802637362,-71
1411802637974,-72
1411802637995,-72
1411802638340,-71
1411802638362,-71
1411802639068,-70
1411802639093,-70
1411802639435,-71
1411802639456,-71
1411802639743,-77
1411802639776,-77
1411802640124,-71
1411802640150,-71
1411802640944,-72
1411802640985,-72
1411802641689,-70
1411802641723,-70
1411802642594,-79
1411802642616,-79
1411802642951,-80
1411802642973,-80
1411802643703,-71
1411802643724,-71
1411802644015,-80
1411802644038,-80
1411802644422,-72
1411802644443,-72
1411802644718,-74
1411802644738,-74
1411802645794,-70
1411802645820,-70
1411802646133,-72
1411802646155,-72
1411802646592,-71
1411802646619,-71
1411802646848,-71
1411802646870,-71
1411802647228,-72
1411802647251,-72
1411802647912,-72
1411802647938,-72
1411802648270,-71
1411802648297,-71
1411802648619,-82
1411802648639,-82
1411802648988,-72
1411802649325,-78
1411802649360,-78
1411802649704,-79
1411802649725,-79
1411802650071,-80
1411802650092,-80
1411802650411,-70
1411802650432,-70
1411802650764,-80
1411802650916,-80
1411802651491,-71
1411802651516,-71
1411802651872,-71
1411802651897,-71
1411802652220,-71
1411802652252,-71
1411802652560,-70
1411802652606,-70
1411802652927,-71
1411802652961,-71
1411802653377,-79
1411802653397,-79
1411802653595,-70
1411802653617,-70
1411802654338,-71
1411802654368,-71
1411802655094,-77
1411802655178,-77
1411802655844,-71
1411802655865,-71
1411802656090,-80
1411802656114,-80
1411802656858,-71
1411802656889,-71
1411802657181,-78
1411802657221,-78
1411802657505,-70
1411802657537,-70
1411802658010,-71
1411802658030,-71
1411802658207,-79
1411802658226,-79
1411802658546,-79
1411802658571,-79
1411802658994,-71
1411802659023,-71
1411802659614,-80
1411802659635,-80
1411802660102,-71
1411802660177,-71
1411802660438,-72
1411802660461,-72
1411802661402,-71
1411802661424,-71
1411802662169,-80
1411802662202,-80
1411802662485,-81
1411802662523,-81
1411802662879,-71
1411802662915,-71
1411802663185,-71
1411802663221,-71
1411802663556,-70
1411802663581,-70
1411802663923,-72
1411802663945,-72
1411802664288,-71
1411802664320,-71
1411802664996,-71
1411802665018,-71
1411802665301,-80
1411802665327,-80
1411802665668,-80
1411802665690,-80
1411802666059,-72
1411802666094,-72
1411802666436,-82
1411802666458,-82
1411802666760,-72
1411802666785,-72
1411802667130,-71
1411802667154,-71
1411802667839,-71
1411802667871,-71
1411802668151,-71
1411802668175,-71
1411802669594,-81
1411802669623,-81
1411802670335,-79
1411802670361,-79
1411802670628,-71
1411802670653,-71
1411802671493,-80
1411802671517,-80
1411802671676,-71
1411802671699,-71
1411802672038,-80
1411802672060,-80
1411802672765,-71
1411802672798,-71
1411802673130,-72
1411802673165,-72
1411802673498,-80
1411802673521,-80
1411802673855,-80
1411802673888,-80
1411802674187,-71
1411802674218,-71
1411802674559,-71
1411802674591,-71
1411802675731,-71
1411802675752,-71
1411802675935,-80
1411802675969,-80
1411802676711,-80
1411802676734,-80
1411802677737,-72
1411802677757,-72
1411802678092,-71
1411802678111,-71
1411802678810,-71
1411802678838,-71
1411802679157,-71
1411802679190,-71
1411802679509,-80
1411802679545,-80
1411802679897,-71
1411802679929,-71
1411802680191,-81
1411802680257,-81
1411802680641,-81
1411802680666,-81
1411802681256,-72
1411802681289,-72
1411802681694,-70
1411802681725,-70
1411802681999,-71
1411802682031,-71
1411802682344,-71
1411802682424,-71
1411802682750,-71
1411802682782,-71
1411802683123,-80
1411802683143,-80
1411802683395,-80
1411802683419,-80
1411802684481,-72
1411802684519,-72
1411802684879,-71
1411802684905,-71
1411802685181,-71
1411802685208,-71
1411802685523,-72
1411802685659,-72
1411802686254,-70
1411802686285,-70
1411802686590,-72
1411802686934,-80
1411802686956,-80
1411802687732,-71
1411802687753,-71
1411802688004,-80
1411802688029,-80
1411802688728,-80
1411802688769,-80
1411802689099,-80
1411802689129,-80
1411802689437,-70
1411802689472,-70
1411802689817,-70
1411802689848,-70
1411802690292,-80
1411802690314,-80
1411802691296,-78
1411802691323,-78
1411802691581,-71
1411802691618,-71
1411802691934,-80
1411802691966,-80
1411802692406,-70
1411802692429,-70
1411802692650,-74
1411802692685,-74
1411802693011,-71
1411802694067,-81
1411802694111,-81
1411802694420,-72
1411802694453,-72
1411802694896,-71
1411802694920,-71
1411802695120,-80
1411802695144,-80
1411802695845,-71
1411802695882,-71
1411802696309,-71
1411802696332,-71
1411802696544,-79
1411802696582,-79
1411802697413,-71
1411802697437,-71
1411802697606,-81
1411802697681,-81
1411802697972,-71
1411802698003,-71
1411802698340,-70
1411802698372,-70
1411802698762,-70
1411802698800,-70
1411802699037,-80
1411802699065,-80
1411802699395,-70
1411802699421,-70
1411802699853,-71
1411802699876,-71
1411802700081,-81
1411802700103,-81
1411802700809,-80
1411802700843,-80
1411802701163,-71
1411802701185,-71
1411802701537,-72
1411802701576,-72
1411802701911,-72
1411802701942,-72
1411802702248,-70
1411802702272,-70
1411802702592,-71
1411802702620,-71
1411802704726,-71
1411802704757,-71
1411802705504,-71
1411802705524,-71
1411802705774,-72
1411802705795,-72
1411802706525,-71
1411802706558,-71
1411802707200,-71
1411802707219,-71
1411802707565,-72
1411802707591,-72
1411802708247,-72
1411802708273,-72
1411802708644,-71
1411802708675,-71
1411802708978,-79
1411802709311,-71
1411802709332,-71
1411802709735,-72
1411802709765,-72
1411802710079,-82
1411802710102,-82
1411802710390,-71
1411802710414,-71
1411802710731,-72
1411802710755,-72
1411802711090,-71
1411802711122,-71
1411802711545,-79
1411802711571,-79
1411802711799,-71
1411802711836,-71
1411802712503,-78
1411802712544,-78
1411802712853,-81
1411802712876,-81
1411802713212,-71
1411802713633,-80
1411802713713,-80
1411802714000,-70
1411802714275,-79
1411802714623,-80
