B4EC/C0CB,RSSI
1411802139484,-72
1411802139523,-72
1411802139775,-72
1411802139856,-72
1411802140507,-68
1411802140541,-68
1411802140805,-71
1411802140826,-71
1411802141547,-72
1411802141591,-72
1411802141870,-69
1411802141911,-69
1411802142377,-71
1411802142402,-71
1411802142614,-69
1411802142647,-69
1411802143436,-69
1411802143572,-69
1411802144050,-67
1411802144080,-67
1411802144705,-69
1411802144724,-69
1411802145183,-71
1411802145203,-71
1411802145416,-71
1411802145439,-71
1411802146210,-71
1411802146232,-71
1411802146479,-70
1411802146522,-70
1411802147218,-67
1411802147241,-67
1411802147938,-73
1411802147958,-73
1411802148268,-72
1411802148301,-72
1411802148615,-72
1411802148640,-72
1411802149675,-72
1411802149714,-72
1411802150032,-72
1411802150052,-72
1411802150377,-72
1411802150397,-72
1411802150733,-68
1411802150753,-68
1411802151283,-72
1411802151305,-72
1411802151448,-66
1411802151468,-66
1411802152151,-67
1411802152171,-67
1411802152516,-67
1411802152536,-67
1411802153280,-66
1411802153301,-66
1411802153586,-67
1411802153747,-67
1411802154295,-72
1411802154325,-72
1411802154804,-72
1411802154836,-72
1411802155013,-72
1411802155046,-72
1411802155353,-71
1411802155373,-71
1411802156070,-71
1411802156090,-71
1411802156582,-71
1411802156602,-71
1411802156879,-67
1411802156901,-67
1411802157852,-67
1411802157895,-67
1411802158272,-73
1411802158368,-73
1411802158561,-67
1411802158611,-67
1411802159967,-72
1411802159987,-72
1411802160713,-72
1411802160736,-72
1411802161389,-72
1411802161504,-72
1411802162481,-71
1411802162500,-71
1411802163158,-68
1411802163177,-68
1411802163520,-72
1411802163592,-72
1411802163870,-70
1411802163920,-70
1411802164577,-70
1411802164598,-70
1411802164999,-71
1411802165019,-71
1411802166350,-72
1411802166370,-72
1411802167426,-71
1411802167448,-71
1411802167979,-71
1411802168003,-71
1411802168823,-71
1411802168852,-71
1411802170996,-70
1411802171019,-70
1411802172028,-71
1411802172047,-71
1411802172369,-70
1411802172391,-70
1411802173094,-71
1411802173112,-71
1411802173536,-70
1411802173559,-70
1411802173810,-72
1411802173840,-72
1411802174185,-72
1411802174220,-72
1411802174517,-67
1411802174548,-67
1411802174861,-69
1411802174885,-69
1411802175569,-73
1411802175593,-73
1411802176443,-72
1411802176465,-72
1411802176631,-75
1411802176653,-75
1411802177013,-74
1411802177044,-74
1411802177351,-80
1411802177373,-80
1411802177714,-79
1411802177747,-79
1411802178117,-82
1411802178184,-82
1411802178473,-76
1411802178502,-76
1411802179125,-67
1411802179155,-67
1411802179579,-76
1411802179607,-76
1411802179834,-74
1411802179857,-74
1411802180222,-67
1411802180247,-67
1411802180892,-65
1411802180928,-65
1411802181275,-73
1411802182080,-73
1411802182101,-73
1411802182328,-65
1411802182349,-65
1411802183026,-66
1411802183056,-66
1411802183511,-73
1411802183533,-73
1411802183755,-73
1411802183778,-73
1411802185207,-65
1411802185228,-65
1411802186250,-74
1411802186287,-74
1411802187271,-74
1411802187292,-74
1411802187653,-74
1411802187689,-74
1411802187999,-88
1411802188024,-88
1411802188823,-65
1411802188845,-65
1411802189034,-74
1411802189059,-74
1411802189562,-65
1411802189587,-65
1411802189751,-74
1411802189803,-74
1411802190149,-88
1411802190556,-65
1411802190583,-65
1411802190862,-72
1411802190910,-72
1411802191177,-86
1411802191202,-86
1411802191597,-81
1411802191620,-81
1411802192337,-66
1411802192364,-66
1411802193074,-67
1411802193102,-67
1411802193420,-67
1411802193447,-67
1411802193753,-69
1411802193777,-69
1411802194459,-73
1411802194481,-73
1411802194768,-79
1411802194789,-79
1411802195202,-67
1411802195233,-67
1411802195495,-70
1411802195525,-70
1411802196146,-72
1411802196169,-72
1411802196576,-74
1411802196602,-74
1411802197196,-76
1411802197219,-76
1411802197569,-71
1411802197605,-71
1411802198249,-73
1411802198290,-73
1411802198644,-71
1411802198683,-71
1411802199046,-70
1411802199101,-70
1411802199329,-71
1411802199444,-71
1411802199697,-68
1411802199720,-68
1411802200041,-67
1411802200071,-67
1411802201161,-73
1411802201181,-73
1411802201517,-74
1411802201539,-74
1411802201975,-76
1411802201999,-76
1411802202139,-74
1411802202162,-74
1411802202684,-74
1411802202718,-74
1411802203738,-72
1411802203771,-72
1411802204071,-72
1411802204093,-72
1411802204281,-69
1411802204317,-69
1411802204631,-66
1411802204764,-66
1411802204977,-66
1411802204998,-66
1411802205426,-66
1411802205448,-66
1411802205737,-69
1411802205761,-69
1411802206141,-69
1411802206161,-69
1411802206427,-63
1411802206448,-63
1411802207129,-65
1411802207150,-65
1411802207561,-65
1411802207587,-65
1411802207919,-69
1411802207940,-69
1411802208161,-69
1411802208185,-69
1411802208608,-65
1411802208627,-65
1411802208925,-66
1411802208947,-66
1411802209239,-64
1411802209274,-64
1411802209952,-65
1411802209974,-65
1411802210526,-70
1411802210572,-70
1411802210650,-73
1411802210672,-73
1411802211111,-71
1411802211137,-71
1411802211400,-69
1411802211422,-69
1411802211864,-65
1411802211892,-65
1411802212109,-65
1411802212137,-65
1411802212621,-74
1411802212644,-74
1411802212857,-69
1411802212878,-69
1411802213133,-70
1411802213161,-70
1411802213623,-74
1411802213665,-74
1411802213971,-69
1411802213994,-69
1411802214260,-69
1411802214282,-69
1411802214576,-69
1411802214598,-69
1411802214956,-74
1411802214978,-74
1411802215259,-68
1411802215324,-68
1411802215989,-73
1411802216012,-73
1411802216323,-65
1411802216347,-65
1411802216846,-74
1411802216875,-74
1411802217118,-67
1411802217140,-67
1411802217561,-65
1411802217587,-65
1411802217758,-67
1411802217779,-67
1411802218103,-68
1411802218130,-68
1411802218568,-69
1411802218600,-69
1411802218852,-69
1411802218877,-69
1411802219548,-71
1411802219568,-71
1411802219936,-66
1411802219963,-66
1411802220971,-71
1411802220994,-71
1411802221363,-67
1411802221385,-67
1411802222681,-64
1411802222702,-64
1411802223276,-63
1411802223318,-63
1411802223888,-67
1411802223909,-67
1411802224210,-69
1411802224233,-69
1411802224541,-69
1411802224563,-69
1411802224883,-66
1411802224931,-66
1411802225398,-70
1411802225420,-70
1411802225552,-65
1411802225575,-65
1411802226280,-66
1411802226302,-66
1411802226688,-65
1411802226711,-65
1411802227124,-69
1411802227144,-69
1411802227817,-69
1411802227934,-69
1411802228505,-64
1411802228538,-64
1411802228863,-65
1411802228884,-65
1411802229099,-66
1411802229124,-66
1411802229925,-64
1411802229950,-64
1411802230620,-66
1411802230655,-66
1411802230881,-69
1411802230915,-69
1411802231288,-65
1411802231682,-64
1411802231952,-65
1411802232030,-65
1411802232367,-64
1411802232397,-64
1411802233024,-64
1411802233048,-64
1411802233404,-65
1411802233449,-65
1411802233745,-63
1411802233767,-63
1411802234079,-69
1411802234101,-69
1411802234541,-64
1411802234563,-64
1411802234836,-69
1411802234858,-69
1411802235253,-66
1411802235276,-66
1411802235569,-69
1411802235594,-69
1411802235949,-69
1411802235982,-69
1411802236263,-66
1411802236295,-66
1411802236682,-68
1411802236831,-68
1411802237293,-69
1411802237320,-69
1411802238038,-66
1411802238072,-66
1411802238443,-68
1411802238465,-68
1411802238704,-66
1411802238729,-66
1411802239457,-69
1411802239497,-69
1411802239778,-64
1411802239806,-64
1411802240188,-64
1411802240216,-64
1411802240472,-65
1411802240510,-65
1411802240832,-63
1411802240853,-63
1411802241281,-69
1411802241310,-69
1411802241539,-63
1411802241562,-63
1411802241942,-69
1411802241975,-69
1411802242337,-69
1411802242375,-69
1411802242636,-69
1411802242763,-69
1411802242988,-63
1411802243015,-63
1411802243305,-69
1411802243329,-69
1411802243753,-69
1411802243823,-69
1411802244070,-63
1411802244093,-63
1411802244373,-67
1411802244398,-67
1411802244780,-69
1411802244806,-69
1411802245087,-66
1411802245112,-66
1411802245919,-67
1411802245939,-67
1411802246174,-70
1411802246197,-70
1411802246554,-70
1411802246575,-70
1411802246926,-71
1411802246978,-71
1411802247215,-64
1411802247244,-64
1411802247622,-65
1411802247642,-65
1411802247959,-63
1411802247985,-63
1411802248318,-65
1411802248641,-69
1411802248751,-69
1411802249008,-65
1411802249037,-65
1411802249446,-64
1411802249472,-64
1411802250056,-64
1411802250075,-64
1411802250501,-69
1411802250889,-65
1411802250924,-65
1411802251135,-65
1411802251201,-65
1411802251483,-64
1411802251628,-64
1411802251839,-65
1411802251861,-65
1411802252189,-65
1411802252214,-65
1411802252708,-64
1411802252852,-64
1411802253269,-65
1411802253289,-65
1411802253606,-64
1411802253637,-64
1411802253987,-69
1411802254131,-69
1411802254322,-69
1411802254344,-69
1411802254685,-65
1411802254709,-65
1411802255050,-69
1411802255071,-69
1411802255410,-65
1411802255434,-65
1411802255805,-64
1411802255837,-64
1411802256230,-70
1411802256262,-70
1411802256489,-66
1411802256526,-66
1411802256804,-65
1411802256856,-65
1411802257239,-67
1411802257266,-67
1411802258335,-65
1411802258360,-65
1411802258600,-70
1411802258631,-70
1411802258931,-70
1411802258949,-70
1411802259286,-63
1411802259304,-63
1411802259640,-64
1411802259670,-64
1411802260096,-67
1411802260119,-67
1411802260512,-68
1411802260533,-68
1411802261151,-64
1411802261214,-64
1411802261486,-68
1411802261508,-68
1411802261806,-70
1411802261842,-70
1411802262156,-70
1411802262175,-70
1411802262482,-62
1411802262513,-62
1411802262948,-66
1411802262970,-66
1411802263268,-66
1411802263288,-66
1411802263577,-66
1411802263608,-66
1411802263950,-70
1411802263972,-70
1411802264671,-66
1411802264693,-66
1411802264995,-70
1411802265026,-70
1411802265687,-63
1411802265715,-63
1411802266061,-64
1411802266083,-64
1411802266501,-69
1411802266523,-69
1411802266758,-64
1411802266782,-64
1411802267109,-69
1411802267145,-69
1411802267509,-69
1411802267534,-69
1411802267822,-69
1411802267846,-69
1411802268156,-66
1411802268270,-66
1411802268515,-65
1411802268546,-65
1411802269217,-64
1411802269600,-68
1411802269672,-68
1411802269963,-64
1411802270338,-68
1411802270368,-68
1411802270809,-65
1411802270828,-65
1411802270994,-68
1411802271022,-68
1411802271379,-66
1411802271411,-66
1411802271819,-64
1411802271851,-64
1411802272477,-64
1411802272501,-64
1411802272768,-66
1411802272790,-66
1411802273315,-64
1411802273358,-64
1411802273853,-68
1411802273887,-68
1411802274205,-69
1411802274234,-69
1411802274545,-70
1411802274610,-70
1411802275285,-70
1411802275317,-70
1411802275789,-69
1411802275811,-69
1411802275990,-68
1411802276015,-68
1411802276323,-68
1411802276363,-68
1411802277058,-65
1411802277097,-65
1411802277495,-63
1411802277519,-63
1411802277760,-69
1411802277793,-69
1411802278231,-65
1411802278253,-65
1411802278441,-70
1411802278522,-70
1411802279269,-68
1411802279300,-68
1411802279501,-64
1411802279522,-64
1411802280210,-69
1411802280234,-69
1411802280759,-66
1411802280779,-66
1411802280921,-63
1411802280941,-63
1411802281363,-66
1411802281383,-66
1411802281640,-66
1411802281668,-66
1411802282099,-68
1411802282119,-68
1411802282896,-70
1411802282918,-70
1411802283458,-64
1411802283482,-64
1411802283938,-67
1411802283975,-67
1411802284470,-65
1411802284492,-65
1411802284967,-65
1411802284985,-65
1411802285184,-65
1411802285323,-65
1411802285535,-64
1411802285557,-64
1411802285905,-71
1411802285937,-71
1411802286255,-66
1411802286287,-66
1411802286661,-65
1411802286688,-65
1411802287018,-64
1411802287345,-71
1411802287367,-71
1411802288385,-65
1411802288410,-65
1411802289103,-65
1411802289143,-65
1411802289478,-64
1411802289500,-64
1411802289850,-64
1411802289874,-64
1411802290208,-71
1411802290240,-71
1411802290577,-65
1411802290599,-65
1411802290860,-65
1411802290881,-65
1411802291304,-71
1411802291337,-71
1411802291597,-64
1411802291675,-64
1411802291929,-64
1411802291974,-64
1411802292323,-71
1411802292360,-71
1411802292630,-64
1411802292652,-64
1411802292986,-71
1411802293014,-71
1411802294432,-64
1411802294457,-64
1411802294817,-65
1411802294850,-65
1411802295118,-71
1411802295151,-71
1411802295509,-71
1411802295547,-71
1411802295971,-66
1411802295996,-66
1411802296172,-64
1411802296195,-64
1411802296878,-64
1411802296899,-64
1411802297238,-71
1411802297265,-71
1411802297590,-64
1411802297620,-64
1411802298314,-67
1411802298338,-67
1411802298759,-64
1411802298782,-64
1411802299009,-65
1411802299035,-65
1411802299408,-65
1411802299427,-65
1411802299792,-72
1411802299823,-72
1411802300073,-62
1411802300105,-62
1411802300492,-62
1411802300524,-62
1411802300777,-71
1411802300803,-71
1411802301269,-64
1411802301288,-64
1411802301486,-66
1411802301508,-66
1411802301847,-71
1411802301894,-71
1411802302246,-67
1411802302270,-67
1411802302556,-64
1411802302579,-64
1411802303054,-69
1411802303089,-69
1411802303284,-66
1411802303369,-66
1411802304112,-66
1411802304142,-66
1411802304352,-67
1411802304384,-67
1411802305081,-64
1411802305112,-64
1411802305440,-66
1411802305474,-66
1411802305777,-65
1411802305801,-65
1411802306141,-63
1411802306165,-63
1411802306608,-62
1411802306635,-62
1411802308363,-66
1411802308385,-66
1411802308602,-64
1411802308635,-64
1411802308957,-68
1411802308977,-68
1411802309334,-69
1411802309363,-69
1411802310063,-64
1411802310110,-64
1411802310750,-65
1411802310786,-65
1411802311122,-66
1411802311163,-66
1411802311538,-66
1411802311561,-66
1411802311796,-69
1411802311843,-69
1411802312178,-64
1411802312209,-64
1411802312529,-65
1411802312562,-65
1411802312868,-64
1411802312915,-64
1411802313267,-65
1411802313288,-65
1411802313562,-64
1411802313605,-64
1411802314288,-65
1411802314319,-65
1411802314981,-65
1411802315006,-65
1411802316163,-70
1411802316184,-70
1411802316452,-65
1411802316479,-65
1411802317481,-65
1411802317513,-65
1411802317927,-70
1411802317950,-70
1411802318178,-69
1411802318200,-69
1411802318693,-69
1411802318713,-69
1411802318897,-64
1411802318921,-64
1411802319246,-68
1411802319269,-68
1411802319603,-66
1411802319640,-66
1411802319933,-64
1411802319955,-64
1411802320406,-67
1411802320699,-69
1411802320731,-69
1411802321139,-64
1411802321258,-64
1411802321799,-66
1411802321827,-66
1411802322103,-64
1411802322134,-64
1411802322541,-65
1411802322572,-65
1411802322811,-64
1411802322889,-64
1411802324262,-69
1411802324285,-69
1411802324640,-64
1411802324673,-64
1411802324978,-69
1411802325010,-69
1411802325605,-66
1411802325683,-66
1411802325947,-68
1411802325972,-68
1411802326419,-69
1411802326442,-69
1411802327399,-69
1411802327430,-69
1411802327745,-64
1411802327768,-64
1411802328218,-64
1411802328250,-64
1411802328516,-66
1411802328549,-66
1411802328893,-69
1411802328933,-69
1411802329961,-64
1411802330310,-64
1411802330342,-64
1411802330665,-65
1411802330708,-65
1411802331045,-66
1411802331069,-66
1411802331352,-64
1411802331382,-64
1411802331658,-63
1411802331694,-63
1411802332108,-66
1411802332131,-66
1411802332919,-69
1411802332945,-69
1411802333051,-65
1411802333079,-65
1411802333407,-70
1411802333439,-70
1411802333848,-66
1411802333880,-66
1411802334274,-66
1411802334311,-66
1411802334480,-68
1411802334514,-68
1411802335415,-66
1411802335439,-66
1411802335532,-64
1411802335553,-64
1411802335987,-67
1411802336019,-67
1411802336276,-66
1411802336306,-66
1411802336632,-72
1411802336656,-72
1411802337344,-65
1411802337389,-65
1411802337941,-64
1411802337963,-64
1411802338470,-68
1411802338491,-68
1411802338815,-65
1411802338843,-65
1411802339111,-65
1411802339143,-65
1411802340308,-67
1411802340331,-67
1411802340552,-64
1411802340624,-64
1411802340872,-66
1411802340909,-66
1411802341296,-64
1411802341329,-64
1411802341633,-71
1411802341680,-71
1411802341910,-70
1411802341944,-70
1411802342358,-66
1411802342653,-64
1411802342714,-64
1411802343002,-71
1411802343027,-71
1411802343514,-64
1411802343542,-64
1411802343743,-64
1411802343765,-64
1411802344527,-64
1411802344559,-64
1411802345141,-66
1411802345173,-66
1411802345617,-66
1411802345640,-66
1411802345999,-73
1411802346024,-73
1411802346189,-71
1411802346214,-71
1411802346676,-66
1411802346713,-66
1411802347013,-64
1411802347044,-64
1411802347346,-71
1411802347378,-71
1411802348760,-64
1411802349095,-66
1411802349175,-66
1411802349532,-71
1411802349553,-71
1411802349736,-64
1411802349760,-64
1411802350506,-71
1411802350539,-71
1411802350770,-66
1411802350804,-66
1411802351122,-70
1411802351195,-70
1411802351513,-64
1411802351668,-64
1411802351841,-70
1411802351864,-70
1411802352566,-64
1411802352601,-64
1411802352894,-66
1411802352914,-66
1411802353302,-64
1411802353320,-64
1411802353615,-71
1411802353638,-71
1411802354092,-70
1411802354117,-70
1411802354465,-64
1411802354484,-64
1411802354692,-66
1411802354718,-66
1411802355117,-70
1411802355135,-70
1411802355351,-70
1411802355373,-70
1411802355758,-71
1411802355781,-71
1411802356182,-64
1411802356204,-64
1411802356958,-64
1411802356979,-64
1411802357217,-70
1411802357582,-66
1411802357616,-66
1411802357920,-71
1411802357952,-71
1411802358279,-66
1411802358304,-66
1411802358651,-66
1411802358685,-66
1411802358959,-66
1411802358991,-66
1411802359317,-64
1411802359348,-64
1411802360399,-65
1411802360437,-65
1411802361118,-65
1411802361138,-65
1411802361406,-64
1411802361437,-64
1411802361760,-66
1411802361787,-66
1411802362137,-68
1411802362179,-68
1411802362520,-65
1411802363183,-68
1411802363604,-69
1411802363657,-69
1411802363874,-65
1411802363901,-65
1411802364310,-64
1411802364352,-64
1411802364582,-69
1411802364622,-69
1411802365054,-64
1411802365074,-64
1411802365754,-64
1411802365783,-64
1411802366067,-64
1411802366089,-64
1411802366383,-66
1411802366408,-66
1411802366789,-64
1411802366853,-64
1411802367588,-69
1411802367606,-69
1411802367944,-72
1411802367967,-72
1411802368609,-69
1411802368629,-69
1411802369684,-69
1411802369716,-69
1411802369954,-65
1411802369977,-65
1411802370277,-64
1411802370306,-64
1411802371346,-66
1411802371380,-66
1411802371699,-63
1411802372442,-69
1411802372470,-69
1411802372818,-70
1411802372844,-70
1411802373210,-64
1411802373242,-64
1411802373622,-66
1411802373669,-66
1411802373845,-65
1411802373875,-65
1411802374702,-64
1411802374738,-64
1411802374996,-66
1411802375020,-66
1411802375235,-66
1411802375271,-66
1411802375967,-65
1411802375986,-65
1411802376306,-66
1411802376330,-66
1411802376751,-66
1411802376783,-66
1411802377358,-69
1411802377393,-69
1411802378508,-64
1411802378528,-64
1411802378805,-70
1411802378834,-70
1411802379485,-66
1411802379508,-66
1411802380276,-62
1411802380296,-62
1411802380574,-71
1411802380607,-71
1411802380950,-66
1411802381025,-66
1411802381294,-64
1411802381325,-64
1411802381661,-64
1411802381683,-64
1411802382014,-70
1411802382048,-70
1411802382426,-70
1411802382455,-70
1411802383084,-70
1411802383170,-70
1411802383404,-62
1411802383432,-62
1411802383786,-64
1411802383811,-64
1411802384153,-70
1411802384176,-70
1411802384481,-70
1411802384502,-70
1411802384873,-70
1411802384903,-70
1411802385223,-70
1411802385335,-70
1411802385528,-70
1411802385549,-70
1411802385934,-69
1411802385967,-69
1411802386312,-66
1411802386335,-66
1411802386705,-70
1411802386731,-70
1411802386947,-66
1411802386973,-66
1411802388192,-66
1411802388217,-66
1411802388739,-70
1411802388760,-70
1411802389103,-66
1411802389139,-66
1411802389552,-70
1411802389575,-70
1411802390153,-66
1411802390203,-66
1411802390505,-64
1411802390532,-64
1411802391227,-66
1411802391258,-66
1411802391583,-64
1411802391610,-64
1411802392613,-69
1411802392649,-69
1411802393314,-70
1411802393340,-70
1411802393700,-69
1411802393729,-69
1411802394023,-68
1411802394048,-68
1411802395110,-67
1411802395135,-67
1411802395479,-64
1411802395512,-64
1411802396147,-66
1411802396174,-66
1411802396859,-71
1411802396886,-71
1411802397294,-71
1411802397317,-71
1411802397588,-66
1411802397609,-66
1411802397942,-68
1411802397961,-68
1411802399034,-63
1411802399060,-63
1411802399341,-70
1411802399367,-70
1411802399688,-70
1411802399712,-70
1411802400426,-67
1411802400451,-67
1411802400793,-67
1411802400818,-67
1411802401198,-70
1411802401232,-70
1411802401631,-68
1411802401651,-68
1411802401815,-67
1411802401836,-67
1411802403667,-67
1411802403695,-67
1411802403988,-66
1411802404019,-66
1411802404703,-67
1411802404736,-67
1411802405019,-68
1411802405059,-68
1411802405377,-64
1411802405406,-64
1411802405932,-63
1411802405957,-63
1411802406457,-63
1411802406507,-63
1411802406871,-65
1411802406895,-65
1411802407204,-63
1411802407238,-63
1411802407579,-65
1411802407610,-65
1411802408562,-65
1411802408587,-65
1411802408911,-64
1411802408936,-64
1411802409300,-62
1411802409692,-62
1411802409726,-62
1411802410008,-65
1411802410031,-65
1411802410443,-64
1411802410462,-64
1411802410694,-64
1411802410722,-64
1411802411055,-72
1411802411076,-72
1411802411416,-65
1411802411438,-65
1411802411785,-62
1411802411806,-62
1411802412126,-65
1411802412157,-65
1411802412477,-66
1411802412511,-66
1411802412851,-73
1411802412877,-73
1411802413388,-69
1411802413409,-69
1411802413655,-70
1411802413677,-70
1411802413908,-65
1411802413929,-65
1411802414298,-69
1411802414320,-69
1411802414636,-70
1411802414667,-70
1411802415691,-69
1411802415713,-69
1411802416048,-69
1411802416070,-69
1411802416403,-65
1411802416429,-65
1411802417471,-70
1411802417491,-70
1411802418516,-69
1411802418540,-69
1411802418967,-71
1411802419282,-66
1411802419306,-66
1411802419950,-70
1411802419973,-70
1411802420651,-70
1411802420727,-70
1411802421496,-65
1411802421517,-65
1411802422421,-65
1411802422449,-65
1411802422770,-65
1411802422799,-65
1411802423124,-63
1411802423171,-63
1411802423485,-64
1411802423510,-64
1411802424245,-65
1411802424279,-65
1411802424957,-65
1411802424977,-65
1411802425290,-66
1411802425318,-66
1411802425652,-64
1411802425697,-64
1411802426062,-68
1411802426082,-68
1411802426691,-67
1411802426718,-67
1411802427076,-66
1411802427112,-66
1411802427795,-65
1411802427824,-65
1411802428451,-64
1411802428473,-64
1411802429198,-64
1411802429221,-64
1411802429543,-64
1411802429566,-64
1411802429903,-64
1411802429930,-64
1411802430741,-65
1411802430762,-65
1411802431325,-66
1411802431349,-66
1411802431698,-65
1411802431738,-65
1411802432038,-65
1411802432069,-65
1411802432353,-63
1411802432374,-63
1411802432727,-66
1411802432795,-66
1411802433199,-65
1411802433220,-65
1411802433455,-63
1411802433478,-63
1411802434178,-64
1411802434266,-64
1411802434574,-65
1411802434608,-65
1411802434901,-64
1411802434944,-64
1411802435629,-65
1411802435649,-65
1411802436302,-63
1411802436341,-63
1411802437011,-65
1411802437045,-65
1411802437761,-62
1411802437798,-62
1411802438027,-63
1411802438178,-63
1411802438394,-62
1411802438420,-62
1411802438804,-66
1411802438839,-66
1411802439434,-65
1411802439468,-65
1411802439913,-64
1411802439932,-64
1411802440135,-64
1411802440161,-64
1411802440490,-66
1411802440515,-66
1411802441231,-64
1411802441254,-64
1411802441624,-65
1411802441649,-65
1411802441930,-64
1411802441952,-64
1411802442336,-64
1411802442362,-64
1411802442620,-64
1411802442643,-64
1411802442978,-66
1411802443013,-66
1411802445102,-66
1411802445130,-66
1411802445447,-65
1411802445471,-65
1411802445799,-66
1411802445822,-66
1411802446171,-65
1411802446197,-65
1411802446516,-65
1411802446541,-65
1411802446865,-66
1411802446887,-66
1411802447605,-65
1411802447743,-65
1411802447951,-66
1411802447974,-66
1411802448285,-64
1411802448317,-64
1411802448634,-65
1411802448663,-65
1411802449700,-64
1411802449814,-64
1411802450062,-65
1411802450090,-65
1411802452538,-64
1411802452560,-64
1411802452927,-65
1411802452960,-65
1411802453951,-64
1411802453977,-64
1411802454664,-65
1411802454685,-65
1411802456105,-66
1411802456125,-66
1411802456791,-64
1411802456817,-64
1411802457137,-65
1411802457158,-65
1411802457529,-65
1411802457549,-65
1411802457888,-65
1411802457922,-65
1411802458561,-62
1411802458589,-62
1411802459260,-66
1411802459282,-66
1411802459986,-65
1411802460041,-65
1411802460695,-64
1411802460717,-64
1411802461053,-64
1411802461076,-64
1411802461402,-65
1411802461452,-65
1411802461765,-65
1411802461825,-65
1411802462223,-66
1411802462250,-66
1411802462461,-66
1411802462510,-66
1411802463182,-64
1411802463220,-64
1411802464229,-64
1411802464257,-64
1411802465076,-64
1411802465108,-64
1411802465294,-64
1411802465317,-64
1411802465650,-65
1411802465681,-65
1411802466006,-65
1411802466026,-65
1411802466356,-64
1411802466375,-64
1411802466777,-64
1411802466912,-64
1411802467119,-64
1411802467149,-64
1411802468145,-62
1411802468181,-62
1411802468495,-65
1411802468515,-65
1411802468847,-66
1411802468879,-66
1411802469650,-66
1411802469671,-66
1411802471673,-66
1411802471692,-66
1411802472044,-66
1411802472069,-66
1411802473104,-66
1411802473129,-66
1411802473454,-66
1411802473475,-66
1411802475938,-65
1411802475974,-65
1411802476293,-65
1411802476327,-65
1411802476644,-66
1411802476668,-66
1411802476994,-66
1411802477020,-66
1411802477353,-64
1411802477807,-66
1411802477833,-66
1411802478408,-65
1411802478433,-65
1411802478755,-64
1411802478779,-64
1411802479124,-64
1411802479143,-64
1411802479471,-64
1411802479495,-64
1411802479828,-65
1411802479858,-65
1411802480259,-65
1411802480295,-65
1411802480660,-64
1411802481677,-64
1411802481748,-64
1411802481953,-66
1411802481982,-66
1411802482674,-65
1411802482706,-65
1411802483107,-67
1411802483126,-67
1411802483381,-63
1411802483479,-63
1411802483732,-66
1411802483770,-66
1411802484092,-66
1411802484116,-66
1411802484452,-64
1411802484501,-64
1411802484805,-65
1411802484828,-65
1411802485884,-65
1411802485954,-65
1411802486241,-65
1411802486272,-65
1411802486593,-66
1411802486620,-66
1411802486949,-64
1411802486973,-64
1411802487644,-63
1411802487669,-63
1411802488007,-66
1411802488033,-66
1411802488786,-64
1411802488806,-64
1411802489066,-65
1411802489100,-65
1411802489414,-65
1411802489444,-65
1411802490847,-66
1411802490874,-66
1411802491188,-64
1411802491217,-64
1411802491549,-66
1411802491594,-66
1411802491903,-66
1411802491954,-66
1411802492251,-65
1411802492284,-65
1411802493380,-64
1411802493412,-64
1411802493685,-65
1411802493732,-65
1411802494036,-66
1411802494059,-66
1411802494411,-64
1411802494430,-64
1411802494747,-65
1411802494767,-65
1411802495101,-66
1411802495255,-66
1411802496187,-66
1411802496207,-66
1411802496530,-65
1411802496582,-65
1411802496933,-66
1411802496973,-66
1411802497723,-64
1411802497749,-64
1411802498307,-66
1411802498331,-66
1411802498695,-65
1411802498728,-65
1411802499741,-64
1411802500162,-62
1411802500186,-62
1411802500818,-65
1411802500862,-65
1411802501189,-66
1411802501523,-65
1411802501610,-65
1411802501872,-65
1411802501902,-65
1411802502582,-63
1411802502616,-63
1411802502926,-66
1411802502956,-66
1411802503639,-64
1411802503674,-64
1411802504021,-66
1411802504043,-66
1411802504349,-64
1411802504374,-64
1411802504716,-65
1411802504763,-65
1411802505070,-62
1411802505100,-62
1411802505429,-67
1411802505471,-67
1411802505769,-66
1411802505805,-66
1411802506540,-64
1411802506573,-64
1411802506837,-65
1411802506866,-65
1411802507190,-65
1411802507260,-65
1411802507543,-66
1411802507567,-66
1411802508651,-66
1411802508675,-66
1411802508955,-63
1411802508980,-63
1411802509321,-65
1411802509389,-65
1411802509742,-66
1411802509765,-66
1411802511257,-64
1411802511280,-64
1411802511445,-64
1411802511477,-64
1411802511810,-65
1411802511841,-65
1411802512535,-64
1411802512574,-64
1411802512873,-64
1411802512908,-64
1411802513218,-65
1411802513252,-65
1411802514010,-64
1411802514034,-64
1411802514285,-65
1411802514318,-65
1411802514677,-66
1411802514708,-66
1411802515689,-64
1411802515836,-64
1411802516043,-66
1411802516071,-66
1411802517134,-64
1411802517171,-64
1411802517476,-65
1411802517510,-65
1411802518248,-65
1411802518271,-65
1411802518523,-66
1411802518546,-66
1411802518885,-64
1411802518920,-64
1411802520409,-64
1411802521086,-64
1411802521716,-65
1411802521748,-65
1411802522425,-62
1411802522456,-62
1411802522855,-64
1411802522878,-64
1411802523131,-65
1411802523160,-65
1411802523840,-66
1411802523869,-66
1411802524559,-66
1411802524618,-66
1411802524984,-64
1411802525016,-64
1411802525250,-65
1411802525275,-65
1411802526323,-64
1411802526356,-64
1411802527017,-66
1411802527047,-66
1411802527756,-64
1411802527780,-64
