B4EC/C0CB,RSSI
1411801754375,-72
1411801754396,-72
1411801754726,-76
1411801754747,-76
1411801755431,-70
1411801755454,-70
1411801755864,-74
1411801755898,-74
1411801756147,-64
1411801756176,-64
1411801756881,-69
1411801756909,-69
1411801757218,-72
1411801757252,-72
1411801758311,-67
1411801758363,-67
1411801758728,-71
1411801758763,-71
1411801759082,-74
1411801759116,-74
1411801759705,-69
1411801759726,-69
1411801760188,-73
1411801760209,-73
1411801760408,-72
1411801760429,-72
1411801760829,-73
1411801760908,-73
1411801761171,-68
1411801761210,-68
1411801761931,-67
1411801761983,-67
1411801762933,-69
1411801762956,-69
1411801763609,-70
1411801763643,-70
1411801763970,-70
1411801764005,-70
1411801764333,-81
1411801764369,-81
1411801765028,-81
1411801765049,-81
1411801765468,-74
1411801765496,-74
1411801765739,-73
1411801765771,-73
1411801766463,-74
1411801766488,-74
1411801766831,-69
1411801766852,-69
1411801767171,-65
1411801767197,-65
1411801767531,-68
1411801767562,-68
1411801767882,-66
1411801767905,-66
1411801768263,-68
1411801768295,-68
1411801768953,-67
1411801768985,-67
1411801769309,-67
1411801769342,-67
1411801769670,-74
1411801769698,-74
1411801770020,-74
1411801770148,-74
1411801770385,-75
1411801770414,-75
1411801771099,-67
1411801771125,-67
1411801771793,-76
1411801771861,-76
1411801772156,-77
1411801772180,-77
1411801772504,-75
1411801772550,-75
1411801772854,-74
1411801772877,-74
1411801773928,-73
1411801773950,-73
1411801774309,-66
1411801774339,-66
1411801774663,-67
1411801774685,-67
1411801774981,-75
1411801775005,-75
1411801776412,-66
1411801776763,-66
1411801777115,-70
1411801777137,-70
1411801777477,-68
1411801777502,-68
1411801777824,-69
1411801777853,-69
1411801778191,-71
1411801778534,-80
1411801778565,-80
1411801778892,-81
1411801778926,-81
1411801779248,-76
1411801779276,-76
1411801779601,-76
1411801779639,-76
1411801780010,-76
1411801780031,-76
1411801780674,-66
1411801780706,-66
1411801781053,-72
1411801781085,-72
1411801781443,-73
1411801781526,-73
1411801782090,-76
1411801782127,-76
1411801782786,-73
1411801782808,-73
1411801783848,-74
1411801783871,-74
1411801784227,-76
1411801784247,-76
1411801784564,-72
1411801784584,-72
1411801784924,-75
1411801784957,-75
1411801785294,-66
1411801785329,-66
1411801786346,-82
1411801787106,-72
1411801787128,-72
1411801787392,-72
1411801787418,-72
1411801787756,-68
1411801787781,-68
1411801788665,-80
1411801788690,-80
1411801788812,-73
1411801788842,-73
1411801789179,-73
1411801789202,-73
1411801789924,-69
1411801790248,-73
1411801790277,-73
1411801790595,-69
1411801790632,-69
1411801791285,-72
1411801791311,-72
1411801791644,-69
1411801791667,-69
1411801791997,-67
1411801792023,-67
1411801792362,-69
1411801792409,-69
1411801792708,-72
1411801792734,-72
1411801793073,-67
1411801793104,-67
1411801793826,-69
1411801793878,-69
1411801794139,-66
1411801794163,-66
1411801795198,-69
1411801795219,-69
1411801795555,-67
1411801795580,-67
1411801795922,-72
1411801796079,-72
1411801796975,-69
1411801797000,-69
1411801797707,-69
1411801797741,-69
1411801798047,-69
1411801798086,-69
1411801798453,-71
1411801798497,-71
1411801799102,-66
1411801799126,-66
1411801799835,-72
1411801799858,-72
1411801800523,-69
1411801800558,-69
1411801801221,-71
1411801801242,-71
1411801801598,-69
1411801801619,-69
1411801801932,-70
1411801801967,-70
1411801802294,-66
1411801802318,-66
1411801802645,-66
1411801802681,-66
1411801803703,-71
1411801803726,-71
1411801804159,-69
1411801804204,-69
1411801804423,-69
1411801804451,-69
1411801804788,-72
1411801804831,-72
1411801805513,-65
1411801806740,-71
1411801806762,-71
1411801807319,-69
1411801807353,-69
1411801807622,-66
1411801807657,-66
1411801808323,-72
1411801808360,-72
1411801808778,-66
1411801808800,-66
1411801809023,-66
1411801809045,-66
1411801809742,-72
1411801809806,-72
1411801810093,-69
1411801810124,-69
1411801810443,-69
1411801810469,-69
1411801810792,-66
1411801810820,-66
1411801811148,-72
1411801811173,-72
1411801811512,-69
1411801811535,-69
1411801812295,-72
1411801812338,-72
1411801813293,-71
1411801813662,-66
1411801813686,-66
1411801814047,-70
1411801814078,-70
1411801814348,-71
1411801814369,-71
1411801814708,-71
1411801814731,-71
1411801815422,-66
1411801815463,-66
1411801815786,-71
1411801815807,-71
1411801816497,-69
1411801816540,-69
1411801816832,-69
1411801816853,-69
1411801817275,-66
1411801817295,-66
1411801817914,-66
1411801817934,-66
1411801818273,-71
1411801818295,-71
1411801818675,-70
1411801818719,-70
1411801818968,-72
1411801818989,-72
1411801819421,-69
1411801819449,-69
1411801820037,-71
1411801820058,-71
1411801820385,-69
1411801820416,-69
1411801820758,-71
1411801820788,-71
1411801821091,-69
1411801821114,-69
1411801821457,-66
1411801821493,-66
1411801821802,-69
1411801821825,-69
1411801822569,-72
1411801822594,-72
1411801822896,-72
1411801822928,-72
1411801823234,-62
1411801823269,-62
1411801824335,-66
1411801824368,-66
1411801824662,-69
1411801824694,-69
1411801825378,-71
1411801825405,-71
1411801826800,-72
1411801826822,-72
1411801827528,-71
1411801827550,-71
1411801827859,-66
1411801827907,-66
1411801828209,-65
1411801828229,-65
1411801828651,-69
1411801828678,-69
1411801829973,-69
1411801830004,-69
1411801830681,-66
1411801830708,-66
1411801831044,-69
1411801831100,-69
1411801831395,-69
1411801831432,-69
1411801831750,-66
1411801831773,-66
1411801832186,-68
1411801832207,-68
1411801832467,-70
1411801832530,-70
1411801832816,-71
1411801832843,-71
1411801834232,-66
1411801834254,-66
1411801835383,-66
1411801835403,-66
1411801835652,-69
1411801835678,-69
1411801836000,-72
1411801836021,-72
1411801836465,-72
1411801836492,-72
1411801836760,-65
1411801836794,-65
1411801837073,-71
1411801837103,-71
1411801837453,-71
1411801837475,-71
1411801837881,-66
1411801837908,-66
1411801838901,-70
1411801838926,-70
1411801839194,-65
1411801839216,-65
1411801839589,-71
1411801839685,-71
1411801840007,-69
1411801840032,-69
1411801840634,-71
1411801840670,-71
1411801841032,-65
1411801841067,-65
1411801842067,-69
1411801842087,-69
1411801843115,-66
1411801843177,-66
1411801843456,-69
1411801843476,-69
1411801844167,-66
1411801844207,-66
1411801844508,-66
1411801844532,-66
1411801844863,-66
1411801844886,-66
1411801845220,-65
1411801845245,-65
1411801846354,-67
1411801846373,-67
1411801846641,-71
1411801846661,-71
1411801847005,-67
1411801847037,-67
1411801847383,-72
1411801847416,-72
1411801847727,-67
1411801847760,-67
1411801848061,-67
1411801848093,-67
1411801848431,-66
1411801848451,-66
1411801849223,-71
1411801849253,-71
1411801849491,-72
1411801849518,-72
1411801849901,-70
1411801849943,-70
1411801850591,-66
1411801850622,-66
1411801850961,-70
1411801850983,-70
1411801851335,-72
1411801851367,-72
1411801851621,-67
1411801851653,-67
1411801851969,-70
1411801851992,-70
1411801852328,-70
1411801852350,-70
1411801854471,-70
1411801854492,-70
1411801854814,-67
1411801854842,-67
1411801855197,-73
1411801855224,-73
1411801855547,-72
1411801855596,-72
1411801855898,-71
1411801855929,-71
1411801856258,-71
1411801856291,-71
1411801856586,-66
1411801856611,-66
1411801857293,-69
1411801857323,-69
1411801857664,-66
1411801857731,-66
1411801857996,-72
1411801858021,-72
1411801858729,-72
1411801858754,-72
1411801859069,-72
1411801859131,-72
1411801859422,-67
1411801859487,-67
1411801860278,-72
1411801860313,-72
1411801860491,-67
1411801860521,-67
1411801860852,-70
1411801860884,-70
1411801861933,-72
1411801861953,-72
1411801862257,-72
1411801862281,-72
1411801862661,-71
1411801862693,-71
1411801863330,-66
1411801863352,-66
1411801863688,-66
1411801863712,-66
1411801864054,-73
1411801864097,-73
1411801864765,-66
1411801864796,-66
1411801865109,-72
1411801865156,-72
1411801865533,-66
1411801865553,-66
1411801865828,-70
1411801865852,-70
1411801866518,-67
1411801866544,-67
1411801866912,-70
1411801866945,-70
1411801867584,-69
1411801867610,-69
1411801867941,-70
1411801867981,-70
1411801868289,-72
1411801868312,-72
1411801868659,-70
1411801868682,-70
1411801868994,-67
1411801869020,-67
1411801869392,-71
1411801869415,-71
1411801869746,-66
1411801869774,-66
1411801870076,-66
1411801870119,-66
1411801870496,-72
1411801870516,-72
1411801870769,-72
1411801870820,-72
1411801871480,-71
1411801871499,-71
1411801872188,-72
1411801872210,-72
1411801872583,-66
1411801872604,-66
1411801873050,-71
1411801873079,-71
1411801873611,-69
1411801873645,-69
1411801874316,-70
1411801874341,-70
1411801874671,-67
1411801874694,-67
1411801875416,-66
1411801875450,-66
1411801875768,-67
1411801875799,-67
1411801876079,-72
1411801876109,-72
1411801877158,-70
1411801877190,-70
1411801878242,-70
1411801878265,-70
1411801878583,-67
1411801878613,-67
1411801878989,-66
1411801879021,-66
1411801879990,-70
1411801880060,-70
1411801880380,-71
1411801880408,-71
1411801880718,-72
1411801880749,-72
1411801881108,-66
1411801881139,-66
1411801881438,-69
1411801881459,-69
1411801881796,-67
1411801881829,-67
1411801882187,-70
1411801882210,-70
1411801882510,-67
1411801882543,-67
1411801883263,-67
1411801883300,-67
1411801883902,-67
1411801883934,-67
1411801884273,-71
1411801884292,-71
1411801884669,-70
1411801884694,-70
1411801885016,-66
1411801885038,-66
1411801885383,-67
1411801885416,-67
1411801885728,-70
1411801885766,-70
1411801886370,-69
1411801886402,-69
1411801886771,-70
1411801886802,-70
1411801887194,-69
1411801887229,-69
1411801887435,-70
1411801887459,-70
1411801888888,-70
1411801888913,-70
1411801889274,-71
1411801889369,-71
1411801889913,-66
1411801889945,-66
1411801890254,-70
1411801890273,-70
1411801890621,-70
1411801890643,-70
1411801891054,-70
1411801891077,-70
1411801891361,-67
1411801891389,-67
1411801891690,-67
1411801891731,-67
1411801892387,-69
1411801892408,-69
1411801893102,-70
1411801893134,-70
1411801893855,-70
1411801893878,-70
1411801894193,-69
1411801894225,-69
1411801894574,-71
1411801894606,-71
1411801894870,-67
1411801894904,-67
1411801895286,-71
1411801895587,-68
1411801895618,-68
1411801896086,-71
1411801896108,-71
1411801896279,-67
1411801896300,-67
1411801896706,-71
1411801896745,-71
1411801897059,-70
1411801897091,-70
1411801897401,-70
1411801897431,-70
1411801898083,-67
1411801898111,-67
1411801898506,-70
1411801898526,-70
1411801898814,-72
1411801898848,-72
1411801899174,-71
1411801899194,-71
1411801899487,-70
1411801899515,-70
1411801899841,-71
1411801899871,-71
1411801900202,-70
1411801900234,-70
1411801900640,-72
1411801900906,-70
1411801901060,-70
1411801901272,-66
1411801901293,-66
1411801901643,-70
1411801901681,-70
1411801902335,-70
1411801902374,-70
1411801902788,-67
1411801902821,-67
1411801903104,-72
1411801903139,-72
1411801903807,-73
1411801903827,-73
1411801904165,-71
1411801904198,-71
1411801904535,-71
1411801904560,-71
1411801904895,-72
1411801904934,-72
1411801905202,-66
1411801905234,-66
1411801906221,-72
1411801906241,-72
1411801906962,-66
1411801906993,-66
1411801907291,-71
1411801907324,-71
1411801907706,-72
1411801907738,-72
1411801908002,-70
1411801908023,-70
1411801908375,-66
1411801908407,-66
1411801908811,-66
1411801908830,-66
1411801909060,-70
1411801909084,-70
1411801909766,-70
1411801909788,-70
1411801910121,-70
1411801910144,-70
1411801910577,-67
1411801910608,-67
1411801910837,-72
1411801910870,-72
1411801911274,-66
1411801911301,-66
1411801911979,-71
1411801911997,-71
1411801912614,-70
1411801912640,-70
1411801913007,-66
1411801913025,-66
1411801913360,-72
1411801913381,-72
1411801913664,-66
1411801913697,-66
1411801914197,-72
1411801914219,-72
1411801914373,-70
1411801914398,-70
1411801914717,-67
1411801914741,-67
1411801915484,-72
1411801915517,-72
1411801915814,-72
1411801915836,-72
1411801916135,-72
1411801916169,-72
1411801916515,-72
1411801916538,-72
1411801916944,-70
1411801916971,-70
1411801917649,-71
1411801917688,-71
1411801917984,-70
1411801918016,-70
1411801918330,-72
1411801918368,-72
1411801918736,-72
1411801918769,-72
1411801919039,-71
1411801919064,-71
1411801919418,-70
1411801919451,-70
1411801920055,-70
1411801920080,-70
1411801920765,-70
1411801920783,-70
1411801921159,-66
1411801921178,-66
1411801921512,-70
1411801921534,-70
1411801921895,-66
1411801921932,-66
1411801922272,-71
1411801922304,-71
1411801923018,-67
1411801923044,-67
1411801923671,-70
1411801923695,-70
1411801924026,-69
1411801924058,-69
1411801924360,-70
1411801924447,-70
1411801924726,-67
1411801924770,-67
1411801925106,-67
1411801925144,-67
1411801925441,-69
1411801925472,-69
1411801925953,-72
1411801925972,-72
1411801926102,-66
1411801926136,-66
1411801926878,-70
1411801926900,-70
1411801927569,-70
1411801927600,-70
1411801927845,-69
1411801927868,-69
1411801928467,-67
1411801928499,-67
1411801928755,-72
1411801928777,-72
1411801929658,-70
1411801929736,-70
1411801930450,-70
1411801930482,-70
1411801930839,-69
1411801930862,-69
1411801931143,-66
1411801931175,-66
1411801931469,-72
1411801931497,-72
1411801931747,-69
1411801931769,-69
1411801932205,-66
1411801932238,-66
1411801932558,-69
1411801932635,-69
1411801932888,-71
1411801932920,-71
1411801934004,-72
1411801934036,-72
1411801934322,-66
1411801934344,-66
1411801934611,-66
1411801934680,-66
1411801935713,-72
1411801936070,-70
1411801936102,-70
1411801936482,-71
1411801936507,-71
1411801936718,-66
1411801936740,-66
1411801937519,-71
1411801937550,-71
1411801937842,-72
1411801937872,-72
1411801938222,-67
1411801938254,-67
1411801938650,-72
1411801938670,-72
1411801938929,-71
1411801938951,-71
1411801939264,-66
1411801939297,-66
1411801939618,-67
1411801939642,-67
1411801939932,-70
1411801939959,-70
1411801940364,-72
1411801940386,-72
1411801940640,-70
1411801940660,-70
1411801941089,-69
1411801941120,-69
1411801941442,-70
1411801941581,-70
1411801942106,-66
1411801942126,-66
1411801942411,-67
1411801942439,-67
1411801942893,-71
1411801942918,-71
1411801943173,-71
1411801943197,-71
1411801943814,-70
1411801943840,-70
1411801944354,-70
1411801944374,-70
1411801944579,-72
1411801944601,-72
1411801944876,-72
1411801944907,-72
1411801945400,-70
1411801945427,-70
1411801945626,-70
1411801945659,-70
1411801946413,-71
1411801946439,-71
1411801947165,-72
1411801947197,-72
1411801947447,-66
1411801947470,-66
1411801948632,-66
1411801948656,-66
1411801948793,-72
1411801948816,-72
1411801949141,-72
1411801949199,-72
1411801949573,-71
1411801949593,-71
1411801949969,-70
1411801949994,-70
1411801950323,-71
1411801950355,-71
1411801950631,-73
1411801950670,-73
1411801951029,-73
1411801951051,-73
1411801951300,-70
1411801951334,-70
1411801952775,-72
1411801952804,-72
1411801953523,-72
1411801953554,-72
1411801954226,-69
1411801954250,-69
1411801954538,-72
1411801954563,-72
1411801954965,-73
1411801954988,-73
1411801955184,-71
1411801955251,-71
1411801956375,-73
1411801956419,-73
1411801956754,-72
1411801956778,-72
1411801956964,-72
1411801956990,-72
1411801957446,-73
1411801957469,-73
1411801957755,-77
1411801957784,-77
1411801959132,-71
1411801959155,-71
1411801959844,-73
1411801959867,-73
1411801960164,-74
1411801960189,-74
1411801960874,-80
1411801960908,-80
1411801961241,-78
1411801961301,-78
1411801962011,-69
1411801962084,-69
1411801962296,-75
1411801962319,-75
1411801962708,-74
1411801962735,-74
1411801963768,-72
1411801963908,-72
1411801964454,-66
1411801964487,-66
1411801965318,-73
1411801965351,-73
1411801965509,-73
1411801965549,-73
1411801965928,-67
1411801965954,-67
1411801966215,-69
1411801966237,-69
1411801967337,-71
1411801967362,-71
1411801967670,-70
1411801967693,-70
1411801968059,-70
1411801968087,-70
1411801968362,-73
1411801968384,-73
1411801969055,-72
1411801969087,-72
1411801969415,-79
1411801969458,-79
1411801970138,-72
1411801970471,-78
1411801970492,-78
1411801970839,-69
1411801971207,-74
1411801971254,-74
1411801971651,-77
1411801971673,-77
1411801971921,-68
1411801971944,-68
1411801972258,-68
1411801972284,-68
1411801972694,-72
1411801972724,-72
1411801973016,-72
1411801973045,-72
1411801973323,-71
1411801973354,-71
1411801973824,-72
1411801973844,-72
1411801974028,-72
1411801974049,-72
1411801975138,-66
1411801975161,-66
1411801975527,-70
1411801975561,-70
1411801976343,-69
1411801976364,-69
1411801976520,-69
1411801976545,-69
1411801976874,-73
1411801976900,-73
1411801977652,-67
1411801977673,-67
1411801977938,-78
1411801977969,-78
1411801978307,-65
1411801978327,-65
1411801978772,-70
1411801978792,-70
1411801978994,-73
1411801979021,-73
1411801979355,-78
1411801979382,-78
1411801979798,-67
1411801979827,-67
1411801980473,-74
1411801980508,-74
1411801981329,-80
1411801981348,-80
1411801981910,-69
1411801981930,-69
1411801982194,-72
1411801982224,-72
1411801982612,-73
1411801982647,-73
1411801982936,-69
1411801982956,-69
1411801983257,-74
1411801983285,-74
1411801983744,-72
1411801983765,-72
1411801984000,-74
1411801984027,-74
1411801984347,-69
1411801984455,-69
1411801984942,-73
1411801984961,-73
1411801985400,-73
1411801985422,-73
1411801985865,-72
1411801985891,-72
1411801986095,-72
1411801986121,-72
1411801986455,-82
1411801986505,-82
1411801986830,-77
1411801986855,-77
1411801987167,-69
1411801987200,-69
1411801987523,-70
1411801987544,-70
1411801987881,-70
1411801987907,-70
1411801988299,-74
1411801988320,-74
1411801988589,-77
1411801988610,-77
1411801988959,-73
1411801989043,-73
1411801989687,-67
1411801989712,-67
1411801992205,-72
1411801992231,-72
1411801992855,-70
1411801992894,-70
1411801993617,-72
1411801993641,-72
1411801993917,-72
1411801993942,-72
1411801994272,-71
1411801994293,-71
1411801995335,-72
1411801995358,-72
1411801995767,-72
1411801995791,-72
1411801996046,-73
1411801996069,-73
1411801996765,-71
1411801996786,-71
1411801997104,-71
1411801997129,-71
1411801997461,-71
1411801997490,-71
1411801997808,-73
1411801997829,-73
1411801998193,-75
1411801998219,-75
1411801998540,-75
1411801998561,-75
1411801998903,-70
1411801998931,-70
1411801999229,-75
1411801999257,-75
1411801999961,-71
1411801999982,-71
1411802000371,-71
1411802000391,-71
1411802000652,-77
1411802000697,-77
1411802001720,-70
1411802001742,-70
1411802002098,-71
1411802002119,-71
1411802002460,-73
1411802002496,-73
1411802002767,-73
1411802002787,-73
1411802003472,-73
1411802003493,-73
1411802003833,-80
1411802003856,-80
1411802004192,-69
1411802004219,-69
1411802004687,-67
1411802004710,-67
1411802005643,-78
1411802005664,-78
1411802006005,-76
1411802006026,-76
1411802006340,-73
1411802006366,-73
1411802006695,-75
1411802006721,-75
1411802007138,-73
1411802007161,-73
1411802007394,-71
1411802007415,-71
1411802009173,-76
1411802009203,-76
1411802010655,-72
1411802010689,-72
1411802010959,-71
1411802010991,-71
1411802011334,-77
1411802011368,-77
1411802011784,-72
1411802011826,-72
1411802012369,-79
1411802012430,-79
1411802012729,-78
1411802012773,-78
1411802013109,-71
1411802013458,-67
1411802013479,-67
1411802013789,-74
1411802013813,-74
1411802014222,-68
1411802014247,-68
1411802014848,-72
1411802015235,-69
1411802015266,-69
1411802015540,-73
1411802015562,-73
1411802015893,-72
1411802015927,-72
1411802016403,-71
1411802016438,-71
1411802016720,-69
1411802016742,-69
1411802017435,-73
1411802017474,-73
1411802018104,-68
1411802018125,-68
1411802018407,-66
1411802018427,-66
1411802018738,-67
1411802018758,-67
1411802019086,-66
1411802019107,-66
1411802019604,-73
1411802019625,-73
1411802019800,-72
1411802019824,-72
1411802020512,-72
1411802020560,-72
1411802020872,-71
1411802020902,-71
1411802021257,-71
1411802021284,-71
1411802021779,-72
1411802021819,-72
1411802021935,-68
1411802021955,-68
1411802022716,-72
1411802022736,-72
1411802023000,-72
1411802023052,-72
1411802023361,-72
1411802023383,-72
1411802024425,-68
1411802024540,-68
1411802025897,-71
1411802025918,-71
1411802026568,-71
1411802026614,-71
1411802026906,-68
1411802026927,-68
1411802027618,-68
1411802027639,-68
1411802027977,-72
1411802028004,-72
1411802028328,-67
1411802028349,-67
1411802029128,-71
1411802029150,-71
1411802029495,-70
1411802029519,-70
1411802029754,-71
1411802029773,-71
1411802030129,-68
1411802030162,-68
1411802030819,-68
1411802030843,-68
1411802031184,-67
1411802031209,-67
1411802031645,-67
1411802031672,-67
1411802031878,-71
1411802031900,-71
1411802032589,-69
1411802032622,-69
1411802033014,-71
1411802033045,-71
1411802033295,-71
1411802033321,-71
1411802033720,-68
1411802033758,-68
1411802034132,-72
1411802034152,-72
1411802034368,-73
1411802034389,-73
1411802034721,-71
1411802034742,-71
1411802035086,-73
1411802035151,-73
1411802035433,-72
1411802035459,-72
1411802035804,-69
1411802035835,-69
1411802036228,-70
1411802036250,-70
1411802036498,-69
1411802036520,-69
1411802036851,-69
1411802036898,-69
1411802037205,-68
1411802037226,-68
1411802037622,-68
1411802037675,-68
1411802038357,-72
1411802038383,-72
1411802038631,-74
1411802038654,-74
1411802039357,-72
1411802039389,-72
1411802039704,-73
1411802039753,-73
1411802040102,-67
1411802040121,-67
1411802040408,-73
1411802040438,-73
1411802041134,-72
1411802041157,-72
1411802041539,-72
1411802041573,-72
1411802041855,-72
1411802041887,-72
1411802042219,-72
1411802042243,-72
1411802043093,-71
1411802043116,-71
1411802043982,-73
1411802044035,-73
1411802044344,-73
1411802044421,-73
1411802045058,-73
1411802045092,-73
1411802045752,-71
1411802045910,-71
1411802046455,-66
1411802046483,-66
1411802046867,-68
1411802046911,-68
1411802047517,-68
1411802047549,-68
1411802048371,-74
1411802048395,-74
1411802049284,-68
1411802049312,-68
1411802050005,-72
1411802050040,-72
1411802050378,-67
1411802050410,-67
1411802050711,-71
1411802050734,-71
1411802051465,-67
1411802051498,-67
1411802052529,-68
1411802052561,-68
1411802052920,-67
1411802052954,-67
1411802053197,-72
1411802053223,-72
1411802053625,-69
1411802053658,-69
1411802053935,-67
1411802053958,-67
1411802054628,-71
1411802055093,-72
1411802055118,-72
1411802056056,-71
1411802056080,-71
1411802056420,-72
1411802056451,-72
1411802056808,-71
1411802056832,-71
1411802057122,-68
1411802057152,-68
1411802057557,-72
1411802057579,-72
1411802058530,-72
1411802058571,-72
1411802059235,-71
1411802059261,-71
1411802059581,-72
1411802059710,-72
1411802059944,-65
1411802059965,-65
1411802060669,-71
1411802060701,-71
1411802061029,-72
1411802061061,-72
1411802061392,-71
1411802061425,-71
1411802061848,-72
1411802061884,-72
1411802062213,-71
1411802062236,-71
1411802062422,-72
1411802062446,-72
1411802062795,-72
1411802062826,-72
1411802063139,-72
1411802063182,-72
1411802063505,-71
1411802063531,-71
1411802064219,-71
1411802064409,-71
1411802064918,-71
1411802064954,-71
1411802065283,-72
1411802065314,-72
1411802065649,-72
1411802065680,-72
1411802065998,-72
1411802066029,-72
1411802066333,-71
1411802066368,-71
1411802066800,-67
1411802066821,-67
1411802067399,-68
1411802067424,-68
1411802068176,-68
1411802068202,-68
1411802068459,-73
1411802068482,-73
1411802068896,-67
1411802068918,-67
1411802069189,-72
1411802069210,-72
1411802069526,-72
1411802069561,-72
1411802069898,-72
1411802069930,-72
1411802070231,-68
1411802070260,-68
1411802070588,-72
1411802070612,-72
1411802070952,-72
1411802070977,-72
1411802071420,-68
1411802071447,-68
1411802071650,-68
1411802071683,-68
1411802072010,-72
1411802072095,-72
1411802072455,-67
1411802072487,-67
1411802072726,-73
1411802072757,-73
1411802073077,-72
1411802073124,-72
1411802073476,-68
1411802073507,-68
1411802073881,-68
1411802073901,-68
1411802074130,-67
1411802074184,-67
1411802074833,-68
1411802074862,-68
1411802075605,-73
1411802075635,-73
1411802076057,-68
1411802076084,-68
1411802077007,-72
1411802077029,-72
1411802077324,-71
1411802077348,-71
1411802077704,-72
1411802077734,-72
1411802078046,-68
1411802078192,-68
1411802078387,-68
1411802078410,-68
1411802078765,-72
1411802078798,-72
1411802079178,-72
1411802079197,-72
1411802079453,-72
1411802079480,-72
1411802079850,-71
1411802079869,-71
1411802080184,-69
1411802080203,-69
1411802080877,-73
1411802080904,-73
1411802081579,-72
1411802081598,-72
1411802081929,-71
1411802081951,-71
1411802082297,-69
1411802082331,-69
1411802082754,-73
1411802082776,-73
1411802082989,-67
1411802083017,-67
1411802083354,-67
1411802083387,-67
1411802084058,-67
1411802084077,-67
1411802084831,-71
1411802084854,-71
1411802085884,-68
1411802085962,-68
1411802086214,-73
1411802086240,-73
1411802087258,-73
1411802087966,-71
1411802088359,-72
1411802088405,-72
1411802089054,-67
1411802089084,-67
1411802089582,-67
1411802089601,-67
1411802090168,-67
1411802090472,-67
1411802090496,-67
1411802090831,-68
1411802090850,-68
1411802091189,-72
1411802091212,-72
1411802091505,-72
1411802091525,-72
1411802092001,-73
1411802092027,-73
1411802092225,-72
1411802092247,-72
1411802092577,-71
1411802092601,-71
1411802092934,-71
1411802092957,-71
1411802093299,-68
1411802093346,-68
1411802093649,-71
1411802093715,-71
1411802094360,-69
1411802094395,-69
1411802094756,-65
1411802094798,-65
1411802095163,-72
1411802095197,-72
1411802095512,-68
1411802095544,-68
1411802096137,-73
1411802096186,-73
1411802096574,-68
1411802096598,-68
1411802096874,-71
1411802096906,-71
1411802097218,-72
1411802097250,-72
1411802097628,-68
1411802097654,-68
1411802097927,-73
1411802097964,-73
1411802098642,-65
1411802098673,-65
1411802099706,-69
1411802099738,-69
1411802100043,-71
1411802100070,-71
1411802100391,-69
1411802100415,-69
1411802100779,-67
1411802100811,-67
1411802101099,-68
1411802101126,-68
1411802101586,-68
1411802101619,-68
1411802101810,-68
1411802101833,-68
1411802102167,-68
1411802102213,-68
1411802102535,-68
1411802102576,-68
1411802103240,-71
1411802103269,-71
1411802103602,-67
1411802103624,-67
1411802104289,-72
1411802104316,-72
1411802104647,-68
1411802104712,-68
1411802105032,-72
1411802105063,-72
1411802105356,-72
1411802105388,-72
1411802105765,-72
1411802105814,-72
1411802106294,-65
1411802106312,-65
1411802106871,-72
1411802106896,-72
1411802107141,-72
1411802107164,-72
1411802107873,-67
1411802107905,-67
1411802108243,-72
1411802108276,-72
1411802108620,-72
1411802108649,-72
1411802109310,-67
1411802109329,-67
1411802109981,-67
1411802110003,-67
1411802110317,-72
1411802110351,-72
1411802111044,-68
1411802111072,-68
1411802111453,-71
1411802111483,-71
1411802111749,-72
1411802111772,-72
1411802112521,-72
1411802112544,-72
1411802112834,-68
1411802112865,-68
1411802113180,-67
1411802113231,-67
1411802113568,-71
1411802113602,-71
1411802115080,-72
1411802115103,-72
1411802115359,-72
1411802115391,-72
1411802115686,-71
1411802115708,-71
1411802116064,-72
1411802116104,-72
1411802117429,-71
1411802117483,-71
1411802117760,-68
1411802117787,-68
1411802118156,-72
1411802118544,-68
1411802118576,-68
1411802118931,-72
1411802118965,-72
1411802119575,-71
1411802119606,-71
1411802120088,-67
1411802120107,-67
1411802120641,-71
1411802120671,-71
1411802121034,-65
1411802121065,-65
1411802121346,-72
1411802121368,-72
1411802121672,-68
1411802121703,-68
1411802122392,-72
1411802122461,-72
1411802122734,-72
1411802122772,-72
1411802123083,-67
1411802123102,-67
1411802123456,-69
1411802123475,-69
1411802123810,-72
1411802123848,-72
1411802124194,-72
1411802124225,-72
1411802124997,-71
1411802125021,-71
1411802125239,-71
1411802125315,-71
1411802125584,-72
1411802125604,-72
1411802125989,-71
1411802126022,-71
1411802126447,-72
1411802126479,-72
1411802127049,-72
1411802127087,-72
1411802127385,-72
1411802127413,-72
1411802127729,-72
1411802127807,-72
1411802128444,-72
1411802128466,-72
1411802128803,-71
1411802128832,-71
1411802129884,-72
1411802130034,-72
1411802130655,-71
1411802130690,-71
1411802131319,-72
1411802131351,-72
1411802131680,-69
1411802131721,-69
1411802132468,-71
1411802132498,-71
1411802133022,-72
1411802133067,-72
1411802133366,-72
1411802133413,-72
1411802133799,-72
1411802133831,-72
1411802134445,-72
1411802134465,-72
1411802134789,-68
1411802134815,-68
1411802135242,-72
1411802135267,-72
1411802135532,-67
1411802135562,-67
1411802136218,-72
1411802136243,-72
1411802136587,-71
1411802136616,-71
1411802136941,-68
1411802136973,-68
1411802137737,-72
1411802137762,-72
1411802137980,-70
1411802138006,-70
1411802139066,-71
1411802139098,-71
