BD14/AEEF,RSSI
1411801771365,-71
1411801771679,-70
1411801771713,-70
1411801772034,-69
1411801772056,-69
1411801772391,-70
1411801772434,-70
1411801773127,-80
1411801773147,-80
1411801773514,-90
1411801773582,-90
1411801773838,-77
1411801773878,-77
1411801774219,-71
1411801774261,-71
1411801774580,-83
1411801774602,-83
1411801775260,-71
1411801775281,-71
1411801776000,-77
1411801776021,-77
1411801776315,-76
1411801776337,-76
1411801777049,-83
1411801777072,-83
1411801777713,-74
1411801777734,-74
1411801778105,-78
1411801778133,-78
1411801778445,-71
1411801778478,-71
1411801779856,-72
1411801779978,-72
1411801780186,-69
1411801780208,-69
1411801780950,-71
1411801780981,-71
1411801781325,-72
1411801781368,-72
1411801781979,-71
1411801782011,-71
1411801783045,-72
1411801783086,-72
1411801784169,-83
1411801784197,-83
1411801784463,-72
1411801784483,-72
1411801787050,-70
1411801787073,-70
1411801787289,-70
1411801787313,-70
1411801787674,-70
1411801787722,-70
1411801788013,-70
1411801788608,-86
1411801788629,-86
1411801789070,-69
1411801789091,-69
1411801789426,-67
1411801789455,-67
1411801789846,-84
1411801789874,-84
1411801790162,-69
1411801790190,-69
1411801790522,-84
1411801790551,-84
1411801790960,-71
1411801790982,-71
1411801791203,-69
1411801791230,-69
1411801792262,-72
1411801792288,-72
1411801792994,-72
1411801793019,-72
1411801793765,-72
1411801793787,-72
1411801794030,-72
1411801794056,-72
1411801794420,-81
1411801794457,-81
1411801794842,-71
1411801794866,-71
1411801795105,-70
1411801795125,-70
1411801796260,-70
1411801796285,-70
1411801798691,-72
1411801798714,-72
1411801799746,-70
1411801799784,-70
1411801800099,-72
1411801800134,-72
1411801800842,-70
1411801800878,-70
1411801801144,-69
1411801801169,-69
1411801801501,-72
1411801801564,-72
1411801802934,-70
1411801802955,-70
1411801804105,-69
1411801804127,-69
1411801804339,-71
1411801804366,-71
1411801804695,-70
1411801804723,-70
1411801805073,-72
1411801805098,-72
1411801805763,-70
1411801805817,-70
1411801806537,-72
1411801806707,-72
1411801807221,-86
1411801807255,-86
1411801807987,-72
1411801808030,-72
1411801808639,-71
1411801808678,-71
1411801809675,-71
1411801809700,-71
1411801811844,-70
1411801811866,-70
1411801812224,-69
1411801812258,-69
1411801812899,-71
1411801813229,-72
1411801813255,-72
1411801813604,-70
1411801813624,-70
1411801813939,-83
1411801813963,-83
1411801815042,-69
1411801815065,-69
1411801815731,-70
1411801815752,-70
1411801817214,-71
1411801817244,-71
1411801817485,-70
1411801817507,-70
1411801817856,-71
1411801817881,-71
1411801818188,-81
1411801818238,-81
1411801818571,-72
1411801818640,-72
1411801818896,-82
1411801818918,-82
1411801819247,-72
1411801819270,-72
1411801819990,-83
1411801820016,-83
1411801820327,-71
1411801820353,-71
1411801821019,-71
1411801821039,-71
1411801822518,-70
1411801822541,-70
1411801822827,-70
1411801822859,-70
1411801823527,-72
1411801823566,-72
1411801824241,-69
1411801824286,-69
1411801824958,-72
1411801824981,-72
1411801826336,-88
1411801826358,-88
1411801827062,-88
1411801827083,-88
1411801827411,-72
1411801827434,-72
1411801828114,-70
1411801828134,-70
1411801828853,-72
1411801828882,-72
1411801829558,-70
1411801829594,-70
1411801830600,-86
1411801830622,-86
1411801830957,-71
1411801830981,-71
1411801831335,-71
1411801831366,-71
1411801832146,-72
1411801832165,-72
1411801835338,-70
1411801835360,-70
1411801835945,-72
1411801835967,-72
1411801836373,-72
1411801836432,-72
1411801836679,-70
1411801836719,-70
1411801837017,-71
1411801837039,-71
1411801837406,-72
1411801837432,-72
1411801837722,-70
1411801837855,-70
1411801838099,-71
1411801838119,-71
1411801838438,-69
1411801838486,-69
1411801838806,-71
1411801838874,-71
1411801839148,-84
1411801839168,-84
1411801839536,-70
1411801839564,-70
1411801839864,-72
1411801839983,-72
1411801842010,-71
1411801842033,-71
1411801843397,-82
1411801843420,-82
1411801843809,-71
1411801843833,-71
1411801846588,-85
1411801846620,-85
1411801847319,-70
1411801847351,-70
1411801848375,-69
1411801848403,-69
1411801849154,-71
1411801849173,-71
1411801849431,-70
1411801849455,-70
1411801850503,-70
1411801850546,-70
1411801851288,-71
1411801851310,-71
1411801851551,-70
1411801851574,-70
1411801851907,-69
1411801851929,-69
1411801852634,-71
1411801853331,-72
1411801853350,-72
1411801855147,-70
1411801855169,-70
1411801855827,-71
1411801855858,-71
1411801856190,-88
1411801856222,-88
1411801857028,-70
1411801857056,-70
1411801858324,-70
1411801858347,-70
1411801858679,-69
1411801858705,-69
1411801859698,-87
1411801859739,-87
1411801860117,-70
1411801860167,-70
1411801861477,-71
1411801861506,-71
1411801861854,-71
1411801861906,-71
1411801862184,-70
1411801862207,-70
1411801862592,-71
1411801862628,-71
1411801863068,-71
1411801863096,-71
1411801863235,-69
1411801863256,-69
1411801864308,-71
1411801864352,-71
1411801864688,-71
1411801864719,-71
1411801865492,-70
1411801865513,-70
1411801865778,-70
1411801865805,-70
1411801866839,-70
1411801866874,-70
1411801867479,-69
1411801867553,-69
1411801867840,-70
1411801867883,-70
1411801868583,-70
1411801868629,-70
1411801868929,-70
1411801868954,-70
1411801869347,-70
1411801869370,-70
1411801869698,-69
1411801869722,-69
1411801870006,-70
1411801870038,-70
1411801870456,-70
1411801870476,-70
1411801870693,-71
1411801870717,-71
1411801871404,-72
1411801871444,-72
1411801872104,-70
1411801872123,-70
1411801872485,-69
1411801872561,-69
1411801874023,-71
1411801874043,-71
1411801874244,-71
1411801874267,-71
1411801874594,-71
1411801874617,-71
1411801874972,-82
1411801875051,-82
1411801875348,-71
1411801875384,-71
1411801875670,-71
1411801875723,-71
1411801876829,-69
1411801876847,-69
1411801877103,-86
1411801877131,-86
1411801877462,-72
1411801877500,-72
1411801878188,-79
1411801878214,-79
1411801878925,-69
1411801878957,-69
1411801880327,-71
1411801880358,-71
1411801880644,-71
1411801880675,-71
1411801881038,-71
1411801881076,-71
1411801881352,-70
1411801881417,-70
1411801881729,-71
1411801881764,-71
1411801882437,-70
1411801882472,-70
1411801883192,-85
1411801883225,-85
1411801883484,-70
1411801883516,-70
1411801883830,-70
1411801883864,-70
1411801884187,-72
1411801884254,-72
1411801884977,-70
1411801884996,-70
1411801885280,-70
1411801885310,-70
1411801885660,-72
1411801885695,-72
1411801887148,-71
1411801887170,-71
1411801887379,-70
1411801887404,-70
1411801888088,-70
1411801888113,-70
1411801888839,-71
1411801888863,-71
1411801889209,-69
1411801889241,-69
1411801890561,-72
1411801890592,-72
1411801891006,-88
1411801891032,-88
1411801891304,-70
1411801891335,-70
1411801892778,-69
1411801892805,-69
1411801893565,-70
1411801893595,-70
1411801893806,-71
1411801893831,-71
1411801894122,-71
1411801894161,-71
1411801894487,-70
1411801894542,-70
1411801895253,-70
1411801896023,-70
1411801896063,-70
1411801896634,-70
1411801896664,-70
1411801896995,-71
1411801897027,-71
1411801897678,-71
1411801897698,-71
1411801898026,-70
1411801898056,-70
1411801898749,-71
1411801898782,-71
1411801899135,-68
1411801899154,-68
1411801899777,-71
1411801899804,-71
1411801900574,-70
1411801900605,-70
1411801901216,-72
1411801901242,-72
1411801901568,-70
1411801901609,-70
1411801901995,-69
1411801902027,-69
1411801902724,-70
1411801902756,-70
1411801902981,-85
1411801903015,-85
1411801903326,-83
1411801903361,-83
1411801904098,-71
1411801904129,-71
1411801904404,-70
1411801904510,-70
1411801904831,-70
1411801904863,-70
1411801905136,-69
1411801905170,-69
1411801906892,-70
1411801906922,-70
1411801907626,-71
1411801907664,-71
1411801907951,-70
1411801907974,-70
1411801908294,-69
1411801908338,-69
1411801908652,-71
1411801908674,-71
1411801908995,-79
1411801909019,-79
1411801909449,-71
1411801909471,-71
1411801910516,-70
1411801910547,-70
1411801911231,-69
1411801911252,-69
1411801911519,-71
1411801911550,-71
1411801911936,-71
1411801911960,-71
1411801912221,-71
1411801912250,-71
1411801913267,-70
1411801913314,-70
1411801914155,-69
1411801914174,-69
1411801914323,-75
1411801914345,-75
1411801915062,-70
1411801915086,-70
1411801916462,-69
1411801916488,-69
1411801917568,-73
1411801917599,-73
1411801917919,-82
1411801917951,-82
1411801918261,-72
1411801918298,-72
1411801918668,-72
1411801918704,-72
1411801918991,-71
1411801919015,-71
1411801919341,-70
1411801919374,-70
1411801919802,-71
1411801919827,-71
1411801921141,-86
1411801921466,-70
1411801921489,-70
1411801921830,-85
1411801921863,-85
1411801922201,-70
1411801922239,-70
1411801923228,-69
1411801923249,-69
1411801923614,-69
1411801923649,-69
1411801923960,-70
1411801923993,-70
1411801924276,-71
1411801924327,-71
1411801924651,-71
1411801924694,-71
1411801925043,-72
1411801925074,-72
1411801925378,-70
1411801925410,-70
1411801926038,-71
1411801926060,-71
1411801926404,-69
1411801926426,-69
1411801926825,-69
1411801926854,-69
1411801927163,-69
1411801927229,-69
1411801927498,-70
1411801927530,-70
1411801928417,-85
1411801928445,-85
1411801928709,-71
1411801928732,-71
1411801929605,-83
1411801929631,-83
1411801930385,-87
1411801930418,-87
1411801931078,-80
1411801931111,-80
1411801931393,-82
1411801931434,-82
1411801932140,-70
1411801932172,-70
1411801932494,-69
1411801932527,-69
1411801932806,-72
1411801932854,-72
1411801933940,-72
1411801933972,-72
1411801934279,-70
1411801934300,-70
1411801935282,-70
1411801935677,-87
1411801936016,-69
1411801936042,-69
1411801936341,-71
1411801936371,-71
1411801937796,-82
1411801937820,-82
1411801938180,-70
1411801938610,-82
1411801938629,-82
1411801939175,-71
1411801939228,-71
1411801939556,-80
1411801939592,-80
1411801939875,-71
1411801939900,-71
1411801940316,-83
1411801940339,-83
1411801940589,-70
1411801940608,-70
1411801941020,-69
1411801941052,-69
1411801941398,-70
1411801941420,-70
1411801942059,-72
1411801942085,-72
1411801942837,-88
1411801942864,-88
1411801943128,-70
1411801943149,-70
1411801943512,-87
1411801943550,-87
1411801944513,-69
1411801944551,-69
1411801945301,-71
1411801945328,-71
1411801946368,-70
1411801946390,-70
1411801947097,-71
1411801947128,-71
1411801947387,-70
1411801947412,-70
1411801947740,-70
1411801947772,-70
1411801948536,-71
1411801948593,-71
1411801948746,-72
1411801948771,-72
1411801949919,-70
1411801949945,-70
1411801950259,-80
1411801950291,-80
1411801950565,-71
1411801950599,-71
1411801950959,-70
1411801951007,-70
1411801951231,-79
1411801951267,-79
1411801952489,-68
1411801952511,-68
1411801952675,-69
1411801952747,-69
1411801953455,-70
1411801953487,-70
1411801953779,-68
1411801953811,-68
1411801954178,-78
1411801954203,-78
1411801954492,-78
1411801954518,-78
1411801954921,-71
1411801954943,-71
1411801955134,-69
1411801955155,-69
1411801955882,-70
1411801955914,-70
1411801956306,-78
1411801956343,-78
1411801956656,-70
1411801956729,-70
1411801957696,-68
1411801957726,-68
1411801957971,-69
1411801958359,-67
1411801958385,-67
1411801958700,-78
1411801958732,-78
1411801959073,-77
1411801959105,-77
1411801959438,-68
1411801959462,-68
1411801959792,-69
1411801959823,-69
1411801960086,-68
1411801960109,-68
1411801961644,-79
1411801961680,-79
1411801962241,-67
1411801962261,-67
1411801962997,-69
1411801963027,-69
1411801964353,-83
1411801964389,-83
1411801964756,-71
1411801964790,-71
1411801965210,-71
1411801965260,-71
1411801965872,-75
1411801965895,-75
1411801966150,-73
1411801966170,-73
1411801966526,-73
1411801966655,-73
1411801966853,-74
1411801966874,-74
1411801967273,-74
1411801967298,-74
1411801967619,-79
1411801967640,-79
1411801967958,-74
1411801967985,-74
1411801968296,-73
1411801968317,-73
1411801968591,-73
1411801968724,-73
1411801970033,-72
1411801970093,-72
1411801970782,-78
1411801970803,-78
1411801971145,-73
1411801971171,-73
1411801971597,-70
1411801971619,-70
1411801971853,-71
1411801971877,-71
1411801972609,-81
1411801972643,-81
1411801972937,-70
1411801972969,-70
1411801973780,-73
1411801973801,-73
1411801974319,-69
1411801974340,-69
1411801974668,-72
1411801974691,-72
1411801975081,-71
1411801975115,-71
1411801975452,-76
1411801975482,-76
1411801975698,-82
1411801975731,-82
1411801976293,-72
1411801976313,-72
1411801976779,-71
1411801976801,-71
1411801977585,-83
1411801977630,-83
1411801977826,-76
1411801977847,-76
1411801978191,-80
1411801978229,-80
1411801978723,-73
1411801978742,-73
1411801978883,-88
1411801978902,-88
1411801979717,-79
1411801979758,-79
1411801979991,-75
1411801980044,-75
1411801980370,-78
1411801980404,-78
1411801980836,-78
1411801981268,-77
1411801981296,-77
1411801982112,-78
1411801982137,-78
1411801982540,-75
1411801982577,-75
1411801982878,-76
1411801982905,-76
1411801983145,-73
1411801983174,-73
1411801983702,-80
1411801983722,-80
1411801983896,-75
1411801983919,-75
1411801984886,-74
1411801984921,-74
1411801985342,-68
1411801985363,-68
1411801986333,-82
1411801986356,-82
1411801986757,-77
1411801986785,-77
1411801987447,-69
1411801987471,-69
1411801988495,-80
1411801988515,-80
1411801989627,-73
1411801989654,-73
1411801989890,-81
1411801989916,-81
1411801990356,-73
1411801990379,-73
1411801991714,-68
1411801991739,-68
1411801992148,-72
1411801992171,-72
1411801992425,-76
1411801992447,-76
1411801992761,-76
1411801992782,-76
1411801993545,-82
1411801993583,-82
1411801993817,-82
1411801993838,-82
1411801994574,-81
1411801994598,-81
1411801996326,-83
1411801996351,-83
1411801996704,-79
1411801996728,-79
1411801997731,-74
1411801997755,-74
1411801998137,-79
1411801998160,-79
1411801998485,-77
1411801998507,-77
1411801998820,-76
1411801998853,-76
1411801999517,-76
1411801999550,-76
1411801999894,-75
1411801999922,-75
1411802000318,-74
1411802000339,-74
1411802000573,-76
1411802000600,-76
1411802001286,-75
1411802001311,-75
1411802001641,-81
1411802001664,-81
1411802002002,-80
1411802002023,-80
1411802002384,-79
1411802002417,-79
1411802003066,-69
1411802003085,-69
1411802003769,-83
1411802003791,-83
1411802004104,-80
1411802004136,-80
1411802004503,-80
1411802004531,-80
1411802005195,-75
1411802005219,-75
1411802005584,-81
1411802005609,-81
1411802005944,-69
1411802005975,-69
1411802006632,-77
1411802006655,-77
1411802007070,-79
1411802007117,-79
1411802007317,-77
1411802007339,-77
1411802007662,-79
1411802007698,-79
1411802008092,-69
1411802008120,-69
1411802008410,-78
1411802008431,-78
1411802008761,-79
1411802008790,-79
1411802009495,-79
1411802009652,-79
1411802009783,-70
1411802009848,-70
1411802010259,-79
1411802010295,-79
1411802010860,-69
1411802010893,-69
1411802011694,-75
1411802011729,-75
1411802012269,-75
1411802012293,-75
1411802013039,-73
1411802013067,-73
1411802013398,-70
1411802013433,-70
1411802013722,-76
1411802013743,-76
1411802014140,-70
1411802014191,-70
1411802015184,-76
1411802015208,-76
1411802015462,-71
1411802015489,-71
1411802015820,-72
1411802015841,-72
1411802016283,-72
1411802016366,-72
1411802016906,-73
1411802016927,-73
1411802017370,-74
1411802017400,-74
1411802018062,-68
1411802018083,-68
1411802018352,-76
1411802018387,-76
1411802018683,-73
1411802018703,-73
1411802019379,-89
1411802019572,-89
1411802019728,-80
1411802019750,-80
1411802020139,-76
1411802020166,-76
1411802020439,-77
1411802020461,-77
1411802020793,-68
1411802020818,-68
1411802021189,-75
1411802021215,-75
1411802021560,-75
1411802021596,-75
1411802022215,-70
1411802022237,-70
1411802022670,-68
1411802022693,-68
1411802022918,-74
1411802022939,-74
1411802023636,-68
1411802023676,-68
1411802024033,-74
1411802024053,-74
1411802024365,-74
1411802024386,-74
1411802024711,-69
1411802024736,-69
1411802025413,-69
1411802025454,-69
1411802025841,-69
1411802025866,-69
1411802026512,-75
1411802026534,-75
1411802026827,-78
1411802026848,-78
1411802027228,-74
1411802027283,-74
1411802027540,-70
1411802027567,-70
1411802027885,-75
1411802027939,-75
1411802028250,-80
1411802028271,-80
1411802028606,-69
1411802028629,-69
1411802029007,-79
1411802029046,-79
1411802029444,-74
1411802029469,-74
1411802030041,-67
1411802030411,-73
1411802030433,-73
1411802030750,-73
1411802030774,-73
1411802031117,-80
1411802031143,-80
1411802031464,-74
1411802031614,-74
1411802031819,-69
1411802031841,-69
1411802032957,-68
1411802032979,-68
1411802033233,-68
1411802033254,-68
1411802033595,-70
1411802033648,-70
1411802034068,-76
1411802034088,-76
1411802034298,-78
1411802034320,-78
1411802034663,-69
1411802034684,-69
1411802035736,-74
1411802035762,-74
1411802036164,-68
1411802036204,-68
1411802036436,-77
1411802036457,-77
1411802038214,-78
1411802038331,-78
1411802038974,-74
1411802039006,-74
1411802039282,-76
1411802039314,-76
1411802039990,-73
1411802040071,-73
1411802040343,-69
1411802040362,-69
1411802040809,-78
1411802040834,-78
1411802041056,-69
1411802041104,-69
1411802041409,-69
1411802041448,-69
1411802041773,-69
1411802041817,-69
1411802042144,-68
1411802042190,-68
1411802042923,-69
1411802043068,-69
1411802043579,-69
1411802043612,-69
1411802043906,-68
1411802043944,-68
1411802044264,-65
1411802044305,-65
1411802044655,-74
1411802044985,-68
1411802045026,-68
1411802045331,-78
1411802045364,-78
1411802046108,-68
1411802046132,-68
1411802046397,-76
1411802046423,-76
1411802046751,-69
1411802046811,-69
1411802047109,-69
1411802047157,-69
1411802047839,-69
1411802047882,-69
1411802048317,-69
1411802048343,-69
1411802048881,-68
1411802048913,-68
1411802049231,-73
1411802049253,-73
1411802049638,-69
1411802049670,-69
1411802050305,-70
1411802050340,-70
1411802050651,-81
1411802050676,-81
1411802051022,-70
1411802051045,-70
1411802051393,-70
1411802051427,-70
1411802051730,-67
1411802051769,-67
1411802052458,-68
1411802052492,-68
1411802052874,-75
1411802052897,-75
1411802053552,-65
1411802053590,-65
1411802053858,-70
1411802053906,-70
1411802054556,-69
1411802054578,-69
1411802055039,-70
1411802055068,-70
1411802055279,-78
1411802055991,-77
1411802056027,-77
1411802056345,-77
1411802056378,-77
1411802056699,-77
1411802056730,-77
1411802057055,-77
1411802057085,-77
1411802057510,-65
1411802057534,-65
1411802057758,-70
1411802057788,-70
1411802058862,-68
1411802058899,-68
1411802059187,-73
1411802059208,-73
1411802059528,-77
1411802059552,-77
1411802059885,-77
1411802059908,-77
1411802060253,-74
1411802060287,-74
1411802060600,-76
1411802060632,-76
1411802060956,-78
1411802060988,-78
1411802061314,-76
1411802061359,-76
1411802061684,-75
1411802061760,-75
1411802062365,-75
1411802062389,-75
1411802063799,-70
1411802063831,-70
1411802064145,-79
1411802064177,-79
1411802064851,-78
1411802064882,-78
1411802065203,-78
1411802065246,-78
1411802065581,-79
1411802065617,-79
1411802065916,-78
1411802065961,-78
1411802066722,-69
1411802066777,-69
1411802066980,-68
1411802067018,-68
1411802067350,-68
1411802067372,-68
1411802067698,-66
1411802067729,-66
1411802068133,-67
1411802068153,-67
1411802068850,-79
1411802068872,-79
1411802069109,-78
1411802069168,-78
1411802069824,-79
1411802069863,-79
1411802070169,-67
1411802070192,-67
1411802071378,-74
1411802071398,-74
1411802072371,-69
1411802072402,-69
1411802072650,-69
1411802072685,-69
1411802073416,-69
1411802073446,-69
1411802073840,-75
1411802073861,-75
1411802074067,-74
1411802074096,-74
1411802075555,-75
1411802075579,-75
1411802075850,-69
1411802075891,-69
1411802076551,-73
1411802076574,-73
1411802076960,-73
1411802076983,-73
1411802077265,-77
1411802077294,-77
1411802077626,-76
1411802077657,-76
1411802077986,-68
1411802078009,-68
1411802078334,-77
1411802078359,-77
1411802078692,-78
1411802078733,-78
1411802079138,-69
1411802079160,-69
1411802079397,-75
1411802079423,-75
1411802079766,-74
1411802079819,-74
1411802080120,-76
1411802080161,-76
1411802080485,-73
1411802080505,-73
1411802080815,-69
1411802080840,-69
1411802081528,-69
1411802081548,-69
1411802081880,-74
1411802081900,-74
1411802082241,-77
1411802082267,-77
1411802082598,-69
1411802082631,-69
1411802084432,-78
1411802084451,-78
1411802085522,-74
1411802085557,-74
1411802085818,-67
1411802085852,-67
1411802086165,-73
1411802086190,-73
1411802087222,-68
1411802087927,-69
1411802088287,-79
1411802088323,-79
1411802088990,-74
1411802089020,-74
1411802089358,-69
1411802089562,-69
1411802090059,-69
1411802090139,-69
1411802090414,-69
1411802090443,-69
1411802090769,-73
1411802090809,-73
1411802091121,-79
1411802091160,-79
1411802091899,-78
1411802091922,-78
1411802092178,-69
1411802092198,-69
1411802094020,-78
1411802094054,-78
1411802094673,-79
1411802094716,-79
1411802095025,-73
1411802095072,-73
1411802095448,-79
1411802095480,-79
1411802095731,-69
1411802095769,-69
1411802096526,-78
1411802096549,-78
1411802096793,-78
1411802096838,-78
1411802097147,-73
1411802097178,-73
1411802097566,-68
1411802097591,-68
1411802098572,-69
1411802098609,-69
1411802099274,-78
1411802099298,-78
1411802099634,-78
1411802099668,-78
1411802099981,-78
1411802100007,-78
1411802100340,-78
1411802100365,-78
1411802100703,-78
1411802100746,-78
1411802101417,-69
1411802101562,-69
1411802101764,-78
1411802101784,-78
1411802102862,-78
1411802102894,-78
1411802103176,-73
1411802103202,-73
1411802103555,-79
1411802103580,-79
1411802103885,-69
1411802103925,-69
1411802104959,-73
1411802104996,-73
1411802105682,-78
1411802105733,-78
1411802106249,-73
1411802106268,-73
1411802106815,-77
1411802106840,-77
1411802107090,-78
1411802107116,-78
1411802107808,-74
1411802107841,-74
1411802108162,-81
1411802108205,-81
1411802108553,-79
1411802108589,-79
1411802108863,-79
1411802108893,-79
1411802109265,-76
1411802109290,-76
1411802109650,-68
1411802109673,-68
1411802109930,-76
1411802109960,-76
1411802110650,-78
1411802110685,-78
1411802110985,-73
1411802111004,-73
1411802111385,-68
1411802111435,-68
1411802111699,-77
1411802111724,-77
1411802112471,-73
1411802112497,-73
1411802112771,-76
1411802112802,-76
1411802113127,-82
1411802113155,-82
1411802113490,-81
1411802113530,-81
1411802114202,-68
1411802114227,-68
1411802114552,-67
1411802114585,-67
1411802115037,-67
1411802115058,-67
1411802115271,-68
1411802115319,-68
1411802115631,-75
1411802115663,-75
1411802115986,-79
1411802116024,-79
1411802117052,-70
1411802117406,-73
1411802118104,-69
1411802118129,-69
1411802118469,-78
1411802118503,-78
1411802118815,-68
1411802118899,-68
1411802119516,-77
1411802119544,-77
1411802119875,-69
1411802120037,-69
1411802120577,-74
1411802120613,-74
1411802120955,-69
1411802121001,-69
1411802121287,-79
1411802121324,-79
1411802121994,-70
1411802122016,-70
1411802122342,-78
1411802122368,-78
1411802123406,-76
1411802123430,-76
1411802123765,-73
1411802123788,-73
1411802124125,-75
1411802124169,-75
1411802124951,-73
1411802124971,-73
1411802125183,-74
1411802125209,-74
1411802125537,-67
1411802125565,-67
1411802125925,-80
1411802125958,-80
1411802126252,-69
1411802126344,-69
1411802126967,-78
1411802127018,-78
1411802127661,-78
1411802127697,-78
1411802128020,-77
1411802128065,-77
1411802128372,-80
1411802128414,-80
1411802128744,-69
1411802128782,-69
1411802129436,-70
1411802129456,-70
1411802129834,-75
1411802129863,-75
1411802130591,-70
1411802130623,-70
1411802130849,-74
1411802130886,-74
1411802131252,-77
1411802131286,-77
1411802131565,-74
1411802131648,-74
1411802132277,-71
1411802132312,-71
1411802132614,-68
1411802132647,-68
1411802133735,-69
1411802133768,-69
1411802134032,-68
1411802134063,-68
1411802134394,-69
1411802134425,-69
1411802135100,-70
1411802135123,-70
1411802135467,-73
1411802135506,-73
1411802136177,-69
1411802136197,-69
1411802136533,-69
1411802136561,-69
1411802136876,-75
1411802136909,-75
1411802137690,-79
1411802137712,-79
1411802137926,-69
1411802137950,-69
1411802138699,-79
1411802138725,-79
1411802138998,-70
1411802139034,-70
1411802139419,-74
1411802139452,-74
1411802139699,-69
1411802139736,-69
1411802140444,-74
1411802140476,-74
1411802140764,-74
1411802140785,-74
1411802141135,-69
1411802141157,-69
1411802141475,-68
1411802141515,-68
1411802142288,-74
1411802142354,-74
1411802142529,-75
1411802142578,-75
1411802142909,-69
1411802142942,-69
1411802143332,-67
1411802143407,-67
1411802144662,-68
1411802144680,-68
1411802145367,-68
1411802145393,-68
1411802146164,-68
1411802146189,-68
1411802146945,-68
1411802146971,-68
1411802147153,-68
1411802147184,-68
1411802147591,-75
1411802147613,-75
1411802147848,-73
1411802147919,-73
1411802148557,-72
1411802148579,-72
1411802148942,-74
1411802148964,-74
1411802149977,-74
1411802150006,-74
1411802150681,-71
1411802150700,-71
1411802151223,-80
1411802151259,-80
1411802151397,-85
1411802151424,-85
1411802151829,-76
1411802151849,-76
1411802152101,-80
1411802152125,-80
1411802152465,-80
1411802152492,-80
1411802152824,-68
1411802152859,-68
1411802153238,-81
1411802153260,-81
1411802153872,-79
1411802153892,-79
1411802154735,-81
1411802154766,-81
1411802154940,-81
1411802154973,-81
1411802155706,-80
1411802155726,-80
1411802156480,-67
1411802156499,-67
1411802156704,-80
1411802156723,-80
1411802157069,-80
1411802157094,-80
1411802158209,-67
1411802158240,-67
1411802158860,-67
1411802158892,-67
1411802159308,-68
1411802159328,-68
1411802159632,-74
1411802159654,-74
1411802159917,-76
1411802159938,-76
1411802160290,-75
1411802160314,-75
1411802160949,-67
1411802160979,-67
1411802161752,-74
1411802161786,-74
1411802162033,-81
1411802162101,-81
1411802162432,-69
1411802162458,-69
1411802162731,-82
1411802162750,-82
1411802164199,-81
1411802164221,-81
1411802164508,-70
1411802164527,-70
1411802164955,-75
1411802164975,-75
1411802165219,-74
1411802165239,-74
1411802165569,-79
1411802165592,-79
1411802165972,-81
1411802165994,-81
1411802166640,-74
1411802166664,-74
1411802167002,-70
1411802167026,-70
1411802167351,-73
1411802167386,-73
1411802167938,-71
1411802167958,-71
1411802168451,-75
1411802168472,-75
1411802170241,-69
1411802170268,-69
1411802170948,-80
1411802170972,-80
1411802171960,-72
1411802172008,-72
1411802172322,-71
1411802172344,-71
1411802173047,-71
1411802173075,-71
1411802173754,-81
1411802173779,-81
1411802174100,-69
1411802174148,-69
1411802174442,-78
1411802174474,-78
1411802174798,-80
1411802174824,-80
1411802175178,-73
1411802175210,-73
1411802175920,-72
1411802176004,-72
1411802176398,-75
1411802176418,-75
1411802176922,-72
1411802176956,-72
1411802177266,-69
1411802177290,-69
1411802178017,-80
1411802178050,-80
1411802178689,-82
1411802178711,-82
1411802179483,-72
1411802179510,-72
1411802180159,-85
1411802180202,-85
1411802181216,-69
1411802181239,-69
1411802181589,-72
1411802181617,-72
1411802182038,-73
1411802182059,-73
1411802182232,-80
1411802182288,-80
1411802182679,-72
1411802182707,-72
1411802182944,-79
1411802182975,-79
1411802183369,-72
1411802183393,-72
1411802183652,-72
1411802183673,-72
1411802184467,-78
1411802184511,-78
1411802184730,-73
1411802184770,-73
1411802185156,-73
1411802185177,-73
1411802185437,-72
1411802185510,-72
1411802185862,-71
1411802185891,-71
1411802186682,-72
1411802186705,-72
1411802187216,-77
1411802187237,-77
1411802187564,-77
1411802187597,-77
1411802187943,-70
1411802187963,-70
1411802188281,-77
1411802188778,-72
1411802188799,-72
1411802189510,-71
1411802189535,-71
1411802190071,-72
1411802190107,-72
1411802190501,-72
1411802190523,-72
1411802190807,-70
1411802190828,-70
1411802191539,-73
1411802191566,-73
1411802191940,-72
1411802191968,-72
1411802192267,-70
1411802192309,-70
1411802193001,-73
1411802193028,-73
1411802193322,-67
1411802193349,-67
1411802193661,-84
1411802193722,-84
1411802194012,-71
1411802194040,-71
1411802194398,-80
1411802194424,-80
1411802194700,-75
1411802194720,-75
1411802195141,-77
1411802195171,-77
1411802195419,-74
1411802195450,-74
1411802196821,-76
1411802196842,-76
1411802198025,-70
1411802198059,-70
1411802198994,-77
1411802199015,-77
1411802199267,-75
1411802199288,-75
1411802199618,-71
1411802199645,-71
1411802199980,-73
1411802200021,-73
1411802200330,-74
1411802200357,-74
1411802201110,-73
1411802201130,-73
1411802201467,-66
1411802201492,-66
1411802201931,-81
1411802201953,-81
1411802202616,-71
1411802202650,-71
1411802203166,-69
1411802203654,-72
1411802203694,-72
1411802204021,-70
1411802204041,-70
1411802205368,-81
1411802205393,-81
1411802205684,-81
1411802205707,-81
1411802206093,-77
1411802206120,-77
1411802206374,-80
1411802206396,-80
