F021/9E93,RSSI
1411801789788,-73
1411801789817,-73
1411801790084,-73
1411801790111,-73
1411801790447,-77
1411801790476,-77
1411801791142,-78
1411801791167,-78
1411801791507,-73
1411801791539,-73
1411801791855,-73
1411801791880,-73
1411801792918,-73
1411801792953,-73
1411801793722,-75
1411801793743,-75
1411801794341,-79
1411801794367,-79
1411801794774,-73
1411801794819,-73
1411801795040,-73
1411801795067,-73
1411801795401,-78
1411801795422,-78
1411801795759,-78
1411801795789,-78
1411801796214,-74
1411801796240,-74
1411801796474,-78
1411801796522,-78
1411801796832,-73
1411801796852,-73
1411801797199,-81
1411801797222,-81
1411801797546,-77
1411801797567,-77
1411801797913,-73
1411801797951,-73
1411801798630,-73
1411801798654,-73
1411801798955,-73
1411801799031,-73
1411801799312,-74
1411801799333,-74
1411801800742,-73
1411801800781,-73
1411801801794,-79
1411801801820,-79
1411801802149,-72
1411801802172,-72
1411801803216,-74
1411801803237,-74
1411801803589,-75
1411801803611,-75
1411801804064,-79
1411801804084,-79
1411801805019,-74
1411801805050,-74
1411801806066,-74
1411801806110,-74
1411801806465,-74
1411801806502,-74
1411801806874,-73
1411801806900,-73
1411801807122,-73
1411801807157,-73
1411801807856,-79
1411801807935,-79
1411801808196,-73
1411801808231,-73
1411801808544,-74
1411801808579,-74
1411801808933,-74
1411801808954,-74
1411801809353,-74
1411801809373,-74
1411801809605,-74
1411801809630,-74
1411801809954,-79
1411801809974,-79
1411801810672,-73
1411801811013,-73
1411801811039,-73
1411801811378,-77
1411801811399,-77
1411801811790,-74
1411801811814,-74
1411801812122,-73
1411801812183,-73
1411801813153,-72
1411801813179,-72
1411801813508,-73
1411801813585,-73
1411801813861,-74
1411801813885,-74
1411801814570,-74
1411801814592,-74
1411801814962,-73
1411801815000,-73
1411801815689,-73
1411801815711,-73
1411801815989,-77
1411801816013,-77
1411801816712,-74
1411801816735,-74
1411801817165,-74
1411801817191,-74
1411801817418,-78
1411801817438,-78
1411801817776,-77
1411801817807,-77
1411801819196,-78
1411801819602,-74
1411801819632,-74
1411801819931,-78
1411801819959,-78
1411801820267,-72
1411801820293,-72
1411801820622,-78
1411801820651,-78
1411801820965,-73
1411801820991,-73
1411801821347,-79
1411801821395,-79
1411801822064,-73
1411801822097,-73
1411801822403,-73
1411801822447,-73
1411801822740,-74
1411801822772,-74
1411801823096,-74
1411801823131,-74
1411801823452,-77
1411801823489,-77
1411801824162,-73
1411801824209,-73
1411801824897,-73
1411801824930,-73
1411801825581,-77
1411801825613,-77
1411801826648,-78
1411801826675,-78
1411801827717,-72
1411801827738,-72
1411801828810,-73
1411801828831,-73
1411801829136,-74
1411801829162,-74
1411801832324,-73
1411801832342,-73
1411801832693,-73
1411801832712,-73
1411801834127,-74
1411801834151,-74
1411801834464,-72
1411801834489,-72
1411801835172,-74
1411801835318,-74
1411801835534,-74
1411801835565,-74
1411801835886,-77
1411801835906,-77
1411801838759,-77
1411801838780,-77
1411801839087,-74
1411801839108,-74
1411801839800,-74
1411801839824,-74
1411801841212,-78
1411801841233,-78
1411801841569,-72
1411801841590,-72
1411801841919,-73
1411801841938,-73
1411801842280,-78
1411801842302,-78
1411801842635,-77
1411801842663,-77
1411801842982,-74
1411801843010,-74
1411801843755,-78
1411801843779,-78
1411801844058,-73
1411801844103,-73
1411801844424,-73
1411801844448,-73
1411801844751,-74
1411801844780,-74
1411801845153,-74
1411801845189,-74
1411801845483,-73
1411801845533,-73
1411801846264,-75
1411801846292,-75
1411801846883,-75
1411801846914,-75
1411801847242,-75
1411801847281,-75
1411801847602,-76
1411801847639,-76
1411801847952,-75
1411801847974,-75
1411801848694,-73
1411801848715,-73
1411801849104,-78
1411801849132,-78
1411801849363,-74
1411801849386,-74
1411801850806,-75
1411801850837,-75
1411801851234,-78
1411801851264,-78
1411801851490,-78
1411801851512,-78
1411801852214,-73
1411801852233,-73
1411801852916,-78
1411801852936,-78
1411801853286,-78
1411801853307,-78
1411801854420,-74
1411801854441,-74
1411801855047,-74
1411801855067,-74
1411801855399,-73
1411801855437,-73
1411801855760,-74
1411801855796,-74
1411801856114,-78
1411801856157,-78
1411801856483,-73
1411801856508,-73
1411801856981,-74
1411801857008,-74
1411801857527,-78
1411801857551,-78
1411801858270,-75
1411801858302,-75
1411801858610,-74
1411801858655,-74
1411801859301,-80
1411801859337,-80
1411801860067,-74
1411801860097,-74
1411801860749,-76
1411801860780,-76
1411801861077,-74
1411801861113,-74
1411801861816,-74
1411801861835,-74
1411801862141,-73
1411801862162,-73
1411801862522,-74
1411801862556,-74
1411801862862,-74
1411801862911,-74
1411801863549,-75
1411801863570,-75
1411801863924,-76
1411801863962,-76
1411801864261,-74
1411801864287,-74
1411801864620,-74
1411801864657,-74
1411801864972,-75
1411801865011,-75
1411801865328,-78
1411801865356,-78
1411801865687,-74
1411801865714,-74
1411801866043,-74
1411801866066,-74
1411801866408,-73
1411801866438,-73
1411801866763,-74
1411801866807,-74
1411801867131,-74
1411801867156,-74
1411801868237,-74
1411801868519,-76
1411801868545,-76
1411801868876,-79
1411801868903,-79
1411801869263,-78
1411801869293,-78
1411801869584,-78
1411801869617,-78
1411801869937,-78
1411801869973,-78
1411801870395,-74
1411801870426,-74
1411801870647,-75
1411801870668,-75
1411801871715,-74
1411801871740,-74
1411801872061,-78
1411801872080,-78
1411801872421,-78
1411801872454,-78
1411801872766,-74
1411801872787,-74
1411801873485,-74
1411801873514,-74
1411801873982,-74
1411801874002,-74
1411801874192,-75
1411801874218,-75
1411801875256,-79
1411801875308,-79
1411801876778,-74
1411801876802,-74
1411801877039,-78
1411801877062,-78
1411801877409,-77
1411801877438,-77
1411801878105,-74
1411801878151,-74
1411801878515,-72
1411801878548,-72
1411801878854,-74
1411801878887,-74
1411801879174,-80
1411801879210,-80
1411801879557,-75
1411801879692,-75
1411801879876,-74
1411801879902,-74
1411801880248,-76
1411801880284,-76
1411801880963,-75
1411801881006,-75
1411801881656,-74
1411801881697,-74
1411801882142,-79
1411801882165,-79
1411801882369,-78
1411801882405,-78
1411801882765,-78
1411801882791,-78
1411801883088,-78
1411801883138,-78
1411801884143,-78
1411801884614,-78
1411801884641,-78
1411801884869,-77
1411801884959,-77
1411801885219,-77
1411801885251,-77
1411801885580,-76
1411801885621,-76
1411801885942,-79
1411801885987,-79
1411801886287,-75
1411801886320,-75
1411801886653,-74
1411801886738,-74
1411801887089,-75
1411801887112,-75
1411801887713,-75
1411801887747,-75
1411801888420,-79
1411801888452,-79
1411801888772,-79
1411801888808,-79
1411801889129,-75
1411801889171,-75
1411801889839,-73
1411801889870,-73
1411801890202,-79
1411801890227,-79
1411801890964,-80
1411801890985,-80
1411801891250,-74
1411801891278,-74
1411801892006,-79
1411801892130,-79
1411801892304,-74
1411801892324,-74
1411801892663,-79
1411801892690,-79
1411801893023,-80
1411801893054,-80
1411801893380,-80
1411801893413,-80
1411801893729,-78
1411801893781,-78
1411801895160,-74
1411801895196,-74
1411801895518,-74
1411801895549,-74
1411801895976,-74
1411801896000,-74
1411801896572,-75
1411801896603,-75
1411801896924,-80
1411801896957,-80
1411801897276,-73
1411801897307,-73
1411801897627,-79
1411801897657,-79
1411801897976,-75
1411801898000,-75
1411801898443,-73
1411801898476,-73
1411801898688,-79
1411801898719,-79
1411801899050,-74
1411801899107,-74
1411801899394,-74
1411801899422,-74
1411801900107,-75
1411801900140,-75
1411801900508,-73
1411801900542,-73
1411801900822,-75
1411801900862,-75
1411801901161,-73
1411801901185,-73
1411801901931,-71
1411801901964,-71
1411801902234,-77
1411801902272,-77
1411801902642,-74
1411801902686,-74
1411801903767,-75
1411801903786,-75
1411801904027,-74
1411801904062,-74
1411801904756,-74
1411801904788,-74
1411801905067,-74
1411801905104,-74
1411801906566,-73
1411801906587,-73
1411801906831,-73
1411801906859,-73
1411801907204,-73
1411801907249,-73
1411801907556,-75
1411801907589,-75
1411801907901,-78
1411801907922,-78
1411801909401,-73
1411801909427,-73
1411801909671,-74
1411801909701,-74
1411801910055,-78
1411801910081,-78
1411801910393,-79
1411801910439,-79
1411801910749,-73
1411801910781,-73
1411801911454,-74
1411801911487,-74
1411801911899,-79
1411801911918,-79
1411801912161,-73
1411801912192,-73
1411801912513,-75
1411801912541,-75
1411801912889,-75
1411801912983,-75
1411801913582,-75
1411801913609,-75
1411801914002,-75
1411801914036,-75
1411801915006,-78
1411801915035,-78
1411801915419,-75
1411801915452,-75
1411801915717,-76
1411801915769,-76
1411801916082,-75
1411801916101,-75
1411801916776,-74
1411801916907,-74
1411801917130,-78
1411801917149,-78
1411801917489,-78
1411801917527,-78
1411801917846,-75
1411801917881,-75
1411801918194,-78
1411801918228,-78
1411801918573,-79
1411801918625,-79
1411801918932,-77
1411801918967,-77
1411801919268,-75
1411801919302,-75
1411801919647,-79
1411801919674,-79
1411801919975,-75
1411801920000,-75
1411801920351,-75
1411801920384,-75
1411801920682,-74
1411801920700,-74
1411801921105,-75
1411801921392,-73
1411801921432,-73
1411801921752,-76
1411801921796,-76
1411801922117,-75
1411801922163,-75
1411801922476,-79
1411801922509,-79
1411801922969,-75
1411801922993,-75
1411801923173,-79
1411801923199,-79
1411801923530,-74
1411801923574,-74
1411801923885,-74
1411801923925,-74
1411801924583,-74
1411801924612,-74
1411801924948,-74
1411801925006,-74
1411801925301,-73
1411801925341,-73
1411801926775,-73
1411801926799,-73
1411801927095,-78
1411801927130,-78
1411801927427,-74
1411801927465,-74
1411801927788,-79
1411801927818,-79
1411801928249,-78
1411801928392,-78
1411801928665,-75
1411801928687,-75
1411801928839,-78
1411801928871,-78
1411801929304,-74
1411801929326,-74
1411801929552,-74
1411801929576,-74
1411801929945,-77
1411801929966,-77
1411801930307,-78
1411801930350,-78
1411801930789,-75
1411801930814,-75
1411801930970,-75
1411801930995,-75
1411801931683,-78
1411801931706,-78
1411801932056,-75
1411801932099,-75
1411801932397,-74
1411801932446,-74
1411801933172,-73
1411801933206,-73
1411801933599,-80
1411801933871,-79
1411801933907,-79
1411801934235,-74
1411801934257,-74
1411801934923,-75
1411801934946,-75
1411801935254,-75
1411801936650,-75
1411801936671,-75
1411801937037,-71
1411801937067,-71
1411801937457,-75
1411801937488,-75
1411801937748,-79
1411801937771,-79
1411801938147,-74
1411801938510,-78
1411801938580,-78
1411801938777,-75
1411801938906,-75
1411801940263,-76
1411801940291,-76
1411801940561,-74
1411801940954,-73
1411801940990,-73
1411801941349,-79
1411801941374,-79
1411801941986,-73
1411801942027,-73
1411801942352,-74
1411801942379,-74
1411801942799,-74
1411801942818,-74
1411801943074,-75
1411801943107,-75
1411801943446,-74
1411801943480,-74
1411801943756,-75
1411801943780,-75
1411801944309,-78
1411801944334,-78
1411801944455,-75
1411801944482,-75
1411801945243,-80
1411801945270,-80
1411801945563,-78
1411801945595,-78
1411801945946,-73
1411801945978,-73
1411801946321,-75
1411801946345,-75
1411801947024,-76
1411801947064,-76
1411801947339,-77
1411801947363,-77
1411801947658,-74
1411801947707,-74
1411801948461,-74
1411801948493,-74
1411801949870,-74
1411801949895,-74
1411801950185,-74
1411801950228,-74
1411801950497,-75
1411801950530,-75
1411801950902,-73
1411801950930,-73
1411801951548,-77
1411801951571,-77
1411801951908,-72
1411801951958,-72
1411801952303,-73
1411801952336,-73
1411801952617,-77
1411801952643,-77
1411801953387,-74
1411801953423,-74
1411801953703,-76
1411801953740,-76
1411801954105,-74
1411801954131,-74
1411801954423,-74
1411801954470,-74
1411801954771,-73
1411801954798,-73
1411801955502,-75
1411801955531,-75
1411801955814,-72
1411801955850,-72
1411801956239,-76
1411801956274,-76
1411801956591,-77
1411801956625,-77
1411801957287,-76
1411801957310,-76
1411801957625,-78
1411801957665,-78
1411801958306,-86
1411801958338,-86
1411801958649,-84
1411801958676,-84
1411801959003,-75
1411801959042,-75
1411801959397,-75
1411801959418,-75
1411801961577,-76
1411801961610,-76
1411801961921,-76
1411801961959,-76
1411801962190,-83
1411801962216,-83
1411801962611,-77
1411801962651,-77
1411801962947,-76
1411801962966,-76
1411801963987,-77
1411801964008,-77
1411801964681,-79
1411801964716,-79
1411801965064,-78
1411801965098,-78
1411801965784,-80
1411801965804,-80
1411801966082,-80
1411801966104,-80
1411801966795,-75
1411801966817,-75
1411801967154,-76
1411801967182,-76
1411801967514,-77
1411801967552,-77
1411801967856,-75
1411801967882,-75
1411801969684,-77
1411801969981,-79
1411801970010,-79
1411801970692,-75
1411801970715,-75
1411801971039,-75
1411801971063,-75
1411801971406,-76
1411801971436,-76
1411801971745,-78
1411801971769,-78
1411801972103,-80
1411801972127,-80
1411801972492,-78
1411801972523,-78
1411801972803,-75
1411801972834,-75
1411801973185,-77
1411801973214,-77
1411801973522,-77
1411801973596,-77
1411801974258,-79
1411801974292,-79
1411801974570,-75
1411801974598,-75
1411801974964,-78
1411801974984,-78
1411801975305,-72
1411801975337,-72
1411801976035,-68
1411801976200,-68
1411801977073,-69
1411801977103,-69
1411801977432,-75
1411801977468,-75
1411801977758,-71
1411801977779,-71
1411801978509,-65
1411801978542,-65
1411801979179,-77
1411801979205,-77
1411801979562,-73
1411801979594,-73
1411801979890,-73
1411801979914,-73
1411801980673,-73
1411801980726,-73
1411801981153,-74
1411801981188,-74
1411801981380,-74
1411801981424,-74
1411801981751,-77
1411801981787,-77
1411801982392,-73
1411801982427,-73
1411801983083,-78
1411801983106,-78
1411801983441,-79
1411801983625,-79
1411801984138,-79
1411801984158,-79
1411801984552,-74
1411801984581,-74
1411801985039,-75
1411801985061,-75
1411801985211,-74
1411801985232,-74
1411801985554,-71
1411801985584,-71
1411801985967,-76
1411801985988,-76
1411801986276,-84
1411801986298,-84
1411801986632,-77
1411801986658,-77
1411801986991,-75
1411801987017,-75
1411801987331,-77
1411801987351,-77
1411801987688,-71
1411801987711,-71
1411801988188,-77
1411801988212,-77
1411801988798,-69
1411801988831,-69
1411801989113,-70
1411801989151,-70
1411801989531,-88
1411801989552,-88
1411801989830,-76
1411801989852,-76
1411801990187,-77
1411801990230,-77
1411801990569,-79
1411801990590,-79
1411801990880,-84
1411801990902,-84
1411801991238,-72
1411801991272,-72
1411801991604,-78
1411801991625,-78
1411801992003,-86
1411801992052,-86
1411801992298,-80
1411801992342,-80
1411801993074,-73
1411801993109,-73
1411801993504,-73
1411801993525,-73
1411801994087,-80
1411801994109,-80
1411801994431,-73
1411801994480,-73
1411801994804,-73
1411801994836,-73
1411801995194,-88
1411801995219,-88
1411801995501,-86
1411801995530,-86
1411801996202,-74
1411801996225,-74
1411801996573,-74
1411801996600,-74
1411801996914,-74
1411801996935,-74
1411801997283,-72
1411801997329,-72
1411801997968,-74
1411801997996,-74
1411801998324,-79
1411801998348,-79
1411801999072,-79
1411801999095,-79
1411801999382,-72
1411801999407,-72
1411801999793,-74
1411801999815,-74
1411802000108,-72
1411802000131,-72
1411802000822,-82
1411802000852,-82
1411802001886,-75
1411802001919,-75
1411802002243,-73
1411802002272,-73
1411802002957,-74
1411802002978,-74
1411802003315,-74
1411802003363,-74
1411802003669,-76
1411802003691,-76
1411802004023,-74
1411802004049,-74
1411802004388,-77
1411802004460,-77
1411802004786,-79
1411802004814,-79
1411802005080,-80
1411802005105,-80
1411802006142,-78
1411802006172,-78
1411802006497,-74
1411802006530,-74
1411802006851,-75
1411802006871,-75
1411802007947,-76
1411802007980,-76
1411802009018,-75
1411802009051,-75
1411802009328,-74
1411802009356,-74
1411802010089,-75
1411802010123,-75
1411802010494,-80
1411802010527,-80
1411802010757,-74
1411802010790,-74
1411802011543,-81
1411802011586,-81
1411802011964,-78
1411802012118,-78
1411802012558,-77
1411802012583,-77
1411802012884,-82
1411802012920,-82
1411802013281,-78
1411802013308,-78
1411802013591,-76
1411802013640,-76
1411802013963,-81
1411802014006,-81
1411802014379,-74
1411802014406,-74
1411802015069,-85
1411802015106,-85
1411802015707,-80
1411802015728,-80
1411802016139,-75
1411802016174,-75
1411802017224,-75
1411802017257,-75
1411802017684,-76
1411802017900,-78
1411802017984,-78
1411802020001,-75
1411802020027,-75
1411802020699,-77
1411802020721,-77
1411802021084,-76
1411802021105,-76
1411802021382,-76
1411802021415,-76
1411802022077,-78
1411802022097,-78
1411802024234,-79
1411802024259,-79
1411802024920,-77
1411802024948,-77
1411802025316,-77
1411802025342,-77
1411802025732,-76
1411802025763,-76
1411802027421,-81
1411802027798,-77
1411802027819,-77
1411802028492,-78
1411802028512,-78
1411802030260,-81
1411802030300,-81
1411802030614,-81
1411802030640,-81
1411802030979,-86
1411802031004,-86
1411802031741,-77
1411802031762,-77
1411802032045,-80
1411802032067,-80
1411802032400,-77
1411802032421,-77
1411802032808,-77
1411802032829,-77
1411802033882,-76
1411802034034,-76
1411802034528,-76
1411802034556,-76
1411802035600,-80
1411802035630,-80
1411802035951,-76
1411802036092,-76
1411802036356,-75
1411802036388,-75
1411802037001,-82
1411802037023,-82
1411802037361,-77
1411802037387,-77
1411802038091,-79
1411802038115,-79
1411802038450,-78
1411802038473,-78
1411802038821,-77
1411802038857,-77
1411802039473,-77
1411802039504,-77
1411802040218,-77
1411802040237,-77
1411802040710,-77
1411802040733,-77
1411802040895,-79
1411802040924,-79
1411802042343,-77
1411802042366,-77
1411802042729,-78
1411802042762,-78
1411802043434,-78
1411802043466,-78
1411802043784,-78
1411802043822,-78
1411802044548,-77
1411802044569,-77
1411802046014,-77
1411802046037,-77
1411802046249,-78
1411802046287,-78
1411802047693,-82
1411802047730,-82
1411802048052,-81
1411802048092,-81
1411802048495,-75
1411802048516,-75
1411802048740,-86
1411802048767,-86
1411802049118,-77
1411802049142,-77
1411802049458,-83
1411802049489,-83
1411802049790,-76
1411802049826,-76
1411802050135,-79
1411802050162,-79
1411802050917,-76
1411802050941,-76
1411802051244,-75
1411802051276,-75
1411802051945,-77
1411802052029,-77
1411802052325,-77
1411802052357,-77
1411802052632,-77
1411802052666,-77
1411802053047,-76
1411802053073,-76
1411802053397,-81
1411802053429,-81
1411802054074,-77
1411802054108,-77
1411802054453,-76
1411802054475,-76
1411802054789,-77
1411802054821,-77
1411802055232,-77
1411802055499,-78
1411802055570,-78
1411802055872,-78
1411802055904,-78
1411802056192,-77
1411802056221,-77
1411802057409,-82
1411802057434,-82
1411802057982,-76
1411802058062,-76
1411802058716,-77
1411802058748,-77
1411802059073,-77
1411802059106,-77
1411802059421,-77
1411802059443,-77
1411802059776,-77
1411802059796,-77
1411802060112,-84
1411802060149,-84
1411802060520,-78
1411802060552,-78
1411802060791,-77
1411802060828,-77
1411802061153,-77
1411802061193,-77
1411802062108,-76
1411802062134,-76
1411802062300,-77
1411802062322,-77
1411802062590,-78
1411802062623,-78
1411802063305,-78
1411802063339,-78
1411802063656,-77
1411802063693,-77
1411802064037,-77
1411802064069,-77
1411802064483,-83
1411802064510,-83
1411802065047,-77
1411802065083,-77
1411802065404,-77
1411802065436,-77
1411802066166,-83
1411802066204,-83
1411802066497,-78
1411802066530,-78
1411802068330,-78
1411802068350,-78
1411802068606,-74
1411802068637,-74
1411802069304,-80
1411802069683,-78
1411802069714,-78
1411802070400,-82
1411802070432,-82
1411802071122,-77
1411802071157,-77
1411802072209,-76
1411802072241,-76
1411802072880,-78
1411802072911,-78
1411802073307,-78
1411802073332,-78
1411802073576,-78
1411802073609,-78
1411802073963,-76
1411802073984,-76
1411802074293,-79
1411802074317,-79
1411802074655,-81
1411802074678,-81
1411802075018,-76
1411802075055,-76
1411802075369,-78
1411802075401,-78
1411802076169,-84
1411802076198,-84
1411802076416,-77
1411802076446,-77
1411802076857,-77
1411802076879,-77
1411802077118,-83
1411802077144,-83
1411802077478,-82
1411802077504,-82
1411802077843,-77
1411802077870,-77
1411802078552,-75
1411802078576,-75
1411802078928,-81
1411802078974,-81
1411802079263,-75
1411802079285,-75
1411802080442,-76
1411802080463,-76
1411802081042,-76
1411802081074,-76
1411802081396,-77
1411802081438,-77
1411802082102,-82
1411802082122,-82
1411802082467,-78
1411802082506,-78
1411802083552,-78
1411802083591,-78
1411802083891,-76
1411802083933,-76
1411802084571,-81
1411802084591,-81
1411802085479,-77
1411802085502,-77
1411802085639,-83
1411802085669,-83
1411802086048,-75
1411802086076,-75
1411802086741,-77
1411802086765,-77
1411802087435,-79
1411802087459,-79
1411802087804,-78
1411802087837,-78
1411802088127,-78
1411802088152,-78
1411802088483,-82
1411802088507,-82
1411802088833,-82
1411802088868,-82
1411802089661,-77
1411802089681,-77
1411802089902,-78
1411802089926,-78
1411802090259,-79
1411802090283,-79
1411802090626,-78
1411802090662,-78
1411802091387,-77
1411802091409,-77
1411802091798,-82
1411802091823,-82
1411802092088,-78
1411802092111,-78
1411802092420,-75
1411802092450,-75
1411802093476,-79
1411802093496,-79
1411802093816,-78
1411802093847,-78
1411802094149,-75
1411802094171,-75
1411802094508,-76
1411802094531,-76
1411802095307,-76
1411802095344,-76
1411802095971,-82
1411802096003,-82
1411802096299,-76
1411802096348,-76
1411802096635,-81
1411802096661,-81
1411802097390,-76
1411802097422,-76
1411802097706,-81
1411802097733,-81
1411802098105,-77
1411802098136,-77
1411802098898,-78
1411802098918,-78
1411802099843,-82
1411802099870,-82
1411802100193,-76
1411802100246,-76
1411802100905,-77
1411802100939,-77
1411802102784,-77
1411802102822,-77
1411802103387,-77
1411802103422,-77
1411802103734,-77
1411802103756,-77
1411802104449,-79
1411802104473,-79
1411802104851,-84
1411802104879,-84
1411802106209,-84
1411802106228,-84
1411802106645,-78
1411802106789,-78
1411802107420,-84
1411802107458,-84
1411802107667,-83
1411802107699,-83
1411802109594,-82
1411802109619,-82
1411802111618,-78
1411802112005,-77
1411802112032,-77
1411802112272,-83
1411802112305,-83
1411802112619,-77
1411802112646,-77
1411802113804,-77
1411802113835,-77
1411802114446,-77
1411802114476,-77
1411802114858,-78
1411802115016,-78
1411802115129,-76
1411802115152,-76
1411802116204,-77
1411802116236,-77
1411802118007,-77
1411802118032,-77
1411802118363,-76
1411802118394,-76
1411802119147,-77
1411802119179,-77
1411802119400,-80
1411802119425,-80
1411802119780,-77
1411802119817,-77
1411802120212,-80
1411802120275,-80
1411802120456,-78
1411802120478,-78
1411802120831,-81
1411802120859,-81
1411802121568,-81
1411802121597,-81
1411802121938,-77
1411802121964,-77
1411802122599,-77
1411802122630,-77
1411802122991,-77
1411802123015,-77
1411802123303,-79
1411802123353,-79
1411802124421,-77
1411802124451,-77
1411802124789,-76
1411802124925,-76
1411802125434,-79
1411802125458,-79
1411802125849,-77
1411802125885,-77
1411802126177,-80
1411802126209,-80
1411802127337,-76
1411802127362,-76
1411802127527,-78
1411802127550,-78
1411802128963,-83
1411802128984,-83
1411802129692,-83
1411802129724,-83
1411802130103,-71
1411802130126,-71
1411802130408,-83
1411802130440,-83
1411802131115,-81
1411802131147,-81
1411802132131,-77
1411802132170,-77
1411802133212,-77
1411802133234,-77
1411802133594,-78
1411802133625,-78
1411802134669,-81
1411802134688,-81
1411802135731,-79
1411802135766,-79
1411802136076,-78
1411802136099,-78
1411802136404,-78
1411802136444,-78
1411802137149,-80
1411802137231,-80
1411802138197,-78
1411802138227,-78
1411802138569,-81
1411802138592,-81
1411802138884,-75
1411802138912,-75
1411802139280,-78
1411802139312,-78
1411802140311,-75
1411802140342,-75
1411802140660,-71
1411802140704,-71
1411802141009,-77
1411802141067,-77
1411802141374,-81
1411802141408,-81
1411802141715,-77
1411802141742,-77
1411802143162,-76
1411802143194,-76
1411802143863,-84
1411802143897,-84
1411802144942,-77
1411802144995,-77
1411802145284,-81
1411802145303,-81
1411802145695,-77
1411802145765,-77
1411802146006,-79
1411802146039,-79
1411802146351,-76
1411802146374,-76
1411802147487,-76
1411802147515,-76
1411802151092,-78
1411802151118,-78
1411802151674,-77
1411802151701,-77
1411802153196,-79
1411802153217,-79
1411802154523,-80
1411802154555,-80
1411802155209,-75
1411802155229,-75
1411802155568,-77
1411802155588,-77
1411802156301,-80
1411802156415,-80
1411802157418,-75
1411802157457,-75
1411802158144,-80
1411802158175,-80
1411802159269,-78
1411802159289,-78
1411802159542,-76
1411802159566,-76
1411802159872,-80
1411802159897,-80
1411802160222,-76
1411802160243,-76
1411802161336,-77
1411802161354,-77
1411802161646,-76
1411802161672,-76
1411802164092,-85
1411802164115,-85
1411802164876,-83
1411802164896,-83
1411802165173,-83
1411802165194,-83
1411802166199,-79
1411802166235,-79
1411802166922,-79
1411802166948,-79
1411802167258,-78
1411802167279,-78
1411802167832,-79
1411802167855,-79
1411802168350,-82
1411802168372,-82
1411802168716,-81
1411802168742,-81
1411802169165,-77
1411802169213,-77
1411802169403,-80
1411802169453,-80
1411802169803,-78
1411802169920,-78
1411802170501,-74
1411802170536,-74
1411802171535,-77
1411802171565,-77
1411802172260,-76
1411802172300,-76
1411802172614,-74
1411802172644,-74
1411802172964,-78
1411802173004,-78
1411802173321,-76
1411802173359,-76
1411802175104,-83
1411802175506,-79
1411802175528,-79
1411802176296,-83
1411802176320,-83
1411802176543,-78
1411802176566,-78
1411802176852,-80
1411802176885,-80
1411802177559,-87
1411802177584,-87
1411802178263,-88
1411802178290,-88
1411802178989,-78
1411802179015,-78
1411802179358,-77
1411802179392,-77
1411802180051,-77
1411802180077,-77
1411802180417,-73
1411802180446,-73
1411802181114,-75
1411802181173,-75
1411802181491,-84
1411802181511,-84
1411802181892,-77
1411802181927,-77
1411802182544,-76
1411802182570,-76
1411802183257,-78
1411802183279,-78
1411802183970,-76
1411802184002,-76
1411802184377,-76
1411802184411,-76
1411802185756,-77
1411802185780,-77
1411802186114,-79
1411802186141,-79
1411802186584,-81
1411802186604,-81
1411802186782,-78
1411802186840,-78
1411802187149,-80
1411802187178,-80
1411802187878,-75
1411802187922,-75
1411802188237,-76
1411802188662,-76
1411802188694,-76
1411802188921,-78
1411802189673,-77
1411802190411,-80
1411802190437,-80
1411802190718,-75
1411802190740,-75
1411802191428,-76
1411802191465,-76
1411802191852,-71
1411802191873,-71
1411802192120,-74
1411802192143,-74
1411802192866,-77
1411802192893,-77
1411802193191,-78
1411802193225,-78
1411802193544,-75
1411802193566,-75
1411802193903,-78
1411802193932,-78
1411802194604,-76
1411802194627,-76
1411802194961,-74
1411802194999,-74
1411802195704,-75
1411802195733,-75
1411802196056,-78
1411802196126,-78
1411802196383,-77
1411802196406,-77
1411802197089,-81
1411802197114,-81
1411802197865,-81
1411802197904,-81
1411802198903,-80
1411802198930,-80
1411802200649,-77
1411802200670,-77
1411802201028,-79
1411802201048,-79
1411802201345,-78
1411802201376,-78
1411802201700,-75
1411802201725,-75
1411802202463,-72
1411802202502,-72
1411802203588,-76
1411802203621,-76
1411802203851,-75
1411802203898,-75
1411802204917,-76
1411802204937,-76
1411802206330,-74
1411802206353,-74
1411802206764,-74
1411802206798,-74
1411802207388,-76
1411802207423,-76
1411802207753,-76
1411802207803,-76
1411802208487,-75
1411802208525,-75
1411802208816,-83
1411802208847,-83
1411802209896,-74
1411802209919,-74
1411802210374,-78
1411802210399,-78
1411802210942,-77
1411802210980,-77
1411802211294,-77
1411802211317,-77
1411802211663,-83
1411802211721,-83
1411802212488,-75
1411802212508,-75
1411802212694,-75
1411802212717,-75
1411802213445,-86
1411802213479,-86
1411802213794,-72
1411802213828,-72
1411802214113,-73
1411802214135,-73
1411802214826,-84
1411802214855,-84
1411802216636,-79
1411802216672,-79
1411802216959,-72
1411802217022,-72
1411802218374,-73
1411802218406,-73
1411802219854,-73
1411802219888,-73
1411802220262,-78
1411802220289,-78
1411802220509,-73
1411802220532,-73
1411802220851,-86
1411802220889,-86
1411802221228,-78
1411802221278,-78
1411802221592,-79
1411802221615,-79
1411802222311,-83
1411802222354,-83
1411802223028,-82
1411802223060,-82
1411802223373,-85
1411802223396,-85
1411802223711,-78
1411802223737,-78
1411802224081,-77
1411802224126,-77
1411802224428,-74
1411802224450,-74
1411802225253,-76
